time,latitude,longitude,depth_km,mag,event_id,r_km
2023-02-19 17:14:38+00:00,56.9131666667,-158.0266666667,0.56,-0.23,av91766991,11.13793141481931
2023-02-19 18:25:29+00:00,56.9136666667,-158.0295,-3.06,1.05,av91089823,10.970035015583468
2023-02-19 19:59:18+00:00,56.9096666667,-158.0441666667,-2.72,0.85,av91089813,10.051284000238438
2023-02-19 22:47:56+00:00,56.9136666667,-158.0458333333,-3.18,1.13,av91089833,9.978515427847373
2023-02-19 23:08:49+00:00,56.91,-158.0793333333,3.24,1.32,av91767266,7.91341497652233
2023-02-20 00:44:01+00:00,56.912,-158.009,-2.48,0.79,av91089623,12.203662287004112
2023-02-20 01:03:44+00:00,56.9126666667,-158.0218333333,-2.49,0.45,av91089633,11.427812387275685
2023-02-20 01:31:17+00:00,56.9163333333,-158.0578333333,4.28,0.06,av91089638,9.28303406561363
2023-02-20 01:38:13+00:00,56.9171666667,-158.0171666667,-2.72,0.53,av91089643,11.754144136533153
2023-02-20 04:51:54+00:00,56.9295,-158.025,4.25,0.51,av91767501,11.513337251755567
2023-02-20 05:01:45+00:00,56.8696666667,-158.1181666667,3.29,-0.23,av91089688,6.844415040102607
2023-02-20 06:19:08+00:00,56.8638333333,-158.118,7.54,-0.46,av91089723,7.253473851655108
2023-02-20 07:38:52+00:00,56.916,-158.0136666667,-2.59,-0.26,av91089748,11.953273708773601
2023-02-20 09:09:04+00:00,56.9358333333,-158.0128333333,5.02,0.19,av91089763,12.40608718827213
2023-02-20 10:24:43+00:00,56.9043333333,-158.0131666667,-2.45,0.35,av91089778,11.932620981187906
2023-02-20 11:48:38+00:00,56.9108333333,-158.069,3.48,0.03,av91767861,8.54741351231911
2023-02-20 11:53:14+00:00,56.9205,-158.0185,1.14,-0.33,av91089793,11.71894619421598
2023-02-20 13:45:18+00:00,56.8736666667,-158.2036666667,3.47,0.02,av91089978,3.5930361546171965
2023-02-20 14:29:48+00:00,56.9185,-158.0178333333,-3.14,0.86,av91767991,11.730537188737461
2023-02-20 15:15:26+00:00,56.9176666667,-158.026,-3.11,0.72,av91768051,11.225672669968148
2023-02-20 15:38:02+00:00,56.9105,-158.0781666667,3.35,-0.18,av91768096,7.987769525056718
2023-02-20 16:36:23+00:00,56.894,-158.0421666667,3.64,0.25,av91768186,10.250600928570424
2023-02-20 16:54:43+00:00,56.9216666667,-157.9898333333,4.75,0.04,av91090023,13.466451281864968
2023-02-20 18:48:51+00:00,56.866,-158.1288333333,2.02,1.3,av91090043,6.597259502085444
2023-02-20 19:07:04+00:00,56.8651666667,-158.1885,-1.23,0.51,av91090053,4.694231241508439
2023-02-20 22:21:21+00:00,56.8916666667,-158.1403333333,5.2,-0.13,av91090073,4.470551675981698
2023-02-20 23:03:57+00:00,56.916,-158.0011666667,-1.35,0.36,av91090083,12.71149996941043
2023-02-21 03:20:24+00:00,56.9125,-158.0751666667,3.92,0.34,av91768726,8.187218548478727
2023-02-21 12:56:46+00:00,56.9011666667,-158.0785,4.0,0.34,av91769256,7.968011292872302
2023-02-21 14:33:56+00:00,56.849,-158.1988333333,2.33,0.27,av91769316,6.355418565732108
2023-02-21 17:02:25+00:00,56.8586666667,-158.1443333333,4.25,-0.09,av91769471,6.56433506339495
2023-02-21 23:11:46+00:00,56.9226666667,-158.0141666667,-3.13,1.91,av91089658,12.015379373346569
2023-02-21 23:57:16+00:00,56.9093333333,-158.0238333333,-2.22,1.99,av91089663,11.287723466737965
2023-02-22 04:03:37+00:00,56.902,-158.0446666667,-1.46,0.65,av91089843,10.021559362026773
2023-02-22 06:31:34+00:00,56.916,-158.0555,1.99,0.77,av91089848,9.419544920252594
2023-02-22 06:32:50+00:00,56.879,-158.1083333333,6.37,-0.23,av91089853,6.82271636232324
