time,latitude,longitude,depth_km,mag,event_id,r_km
2023-02-27 08:17:48.870000+00:00,56.9046666666667,-158.0795,2.33,0.94,av91775586,7.890999497423341
2023-02-27 08:34:38.140000+00:00,56.8896666666667,-158.151666666667,5.39,0.91,av91091543,3.9286752932039133
2023-02-27 09:01:29.780000+00:00,56.9115,-158.045,1.15,0.26,av91775641,10.011185986186122
2023-02-27 12:35:33.340000+00:00,56.9155,-158.074666666667,3.94,0.48,av91091548,8.25426610405867
2023-02-27 12:53:31.240000+00:00,56.8458333333333,-158.201166666667,2.1,0.44,av91775881,6.694806819457046
2023-02-27 13:58:32.110000+00:00,56.9171666666667,-158.0595,3.75,0.51,av91775956,9.194542905866573
2023-02-27 15:16:58.920000+00:00,56.8723333333333,-158.195,2.37,0.91,av91776016,3.8232262149420766
2023-02-27 20:37:05.820000+00:00,56.8636666666667,-158.201333333333,2.17,1.13,av91091563,4.715095147713363
2023-02-27 21:00:41.330000+00:00,56.9088333333333,-158.068833333333,-3.17,1.03,av91091573,8.546076015920104
2023-02-27 22:33:26.220000+00:00,56.8691666666667,-158.216833333333,4.12,0.28,av91776361,4.1072586422062365
2023-02-27 23:27:29.920000+00:00,56.9066666666667,-158.068666666667,2.87,0.32,av91091578,8.550343941426004
2023-02-28 01:53:21.270000+00:00,56.8915,-158.037833333333,2.26,0.25,av91091583,10.551288113491207
2023-02-28 02:09:45.900000+00:00,56.8703333333333,-158.199,4.7,0.77,av91091593,3.9962526863426646
2023-02-28 02:39:11.840000+00:00,56.9148333333333,-158.0475,3.25,0.37,av91091603,9.88959584659227
2023-02-28 03:19:27.970000+00:00,56.9473333333333,-158.145666666667,8.29,0.27,av91091613,6.021954064901537
2023-02-28 03:29:16.364000+00:00,56.9006,-158.0977,1.9,1.9,ak0232pmo0q5,6.806173190685188
2023-02-28 03:31:00.440000+00:00,56.903,-158.0725,1.71,0.63,av91090828,8.322504114147504
2023-02-28 03:40:27.510000+00:00,56.9091666666667,-158.064333333333,-2.05,0.36,av91776551,8.821482953163846
2023-02-28 05:04:06.030000+00:00,56.8875,-158.136833333333,5.23,0.99,av91091628,4.847076748053351
2023-02-28 06:26:47.759000+00:00,56.8857,-158.1827,1.9,1.8,ak0232pofr20,2.752972226077633
2023-02-28 08:20:56.796000+00:00,56.909,-158.0988,1.0,2.2,ak0232pplcof,6.723169274085121
2023-02-28 11:40:43.830000+00:00,56.9166666666667,-158.049,3.53,1.44,av91091498,9.821518255873452
2023-02-28 11:42:47.120000+00:00,56.9043333333333,-158.068333333333,2.11,0.68,av91777026,8.57193087340862
2023-02-28 11:43:39.180000+00:00,56.904,-158.056166666667,1.14,1.12,av91091503,9.313849590857732
2023-02-28 12:28:27.850000+00:00,56.9045,-158.069666666667,1.16,1.2,av91777056,8.49035437524885
2023-02-28 12:42:56.050000+00:00,56.8665,-158.229666666667,1.86,0.05,av91777071,4.5540779153082145
2023-02-28 13:43:11.790000+00:00,56.895,-158.048666666667,1.64,0.87,av91091653,9.84356616040839
2023-02-28 14:03:22.640000+00:00,56.9143333333333,-158.0445,3.12,0.28,av91091658,10.066077769256852
2023-02-28 14:03:37.600000+00:00,56.9138333333333,-158.068166666667,3.4,0.28,av91091663,8.625952653305742
2023-02-28 19:40:10.735000+00:00,56.879,-158.1419,1.0,2.0,ak0232pw9b31,5.06272875444184
2023-02-28 20:04:18.120000+00:00,56.9038333333333,-158.066,-3.11,1.76,av91777291,8.715347614587323
2023-02-28 20:20:37.390000+00:00,56.9133333333333,-158.035,2.37,1.05,av91091693,10.633137279459113
2023-02-28 20:35:21.750000+00:00,56.9158333333333,-158.029833333333,2.05,1.01,av91091703,10.9714182673347
2023-02-28 20:37:26.170000+00:00,56.9091666666667,-158.0735,4.01,0.26,av91091708,8.263561884601257
2023-02-28 21:16:28.441000+00:00,56.8737,-158.1389,2.4,2.1,ak0232pxb2ai,5.5708001101549165
2023-02-28 22:00:09.170000+00:00,56.9001666666667,-158.191666666667,5.54,0.4,av91091723,1.2283832436228481
2023-02-28 22:58:33.600000+00:00,56.9038333333333,-157.996,3.9,0.81,av91091728,12.979347367809897
2023-02-28 23:28:09.160000+00:00,56.9095,-158.050666666667,2.6,0.85,av91091738,9.65487805107145
2023-02-28 23:49:31.900000+00:00,56.905,-158.014,4.03,0.8,av91091743,11.880959037041626
2023-03-01 00:04:31.096000+00:00,56.9094,-158.0358,2.8,1.9,ak0232r89qup,10.55942503286986
2023-03-01 02:04:05.249000+00:00,56.8751,-158.1501,1.4,1.5,ak0232r9gk3w,4.957365475811528
2023-03-01 02:04:46.274000+00:00,56.8819,-158.0408,1.2,2.0,ak0232r9gn9v,10.590826612611187
2023-03-01 02:13:26.030000+00:00,56.881,-158.051166666667,2.48,0.55,av91091108,10.007869775981966
2023-03-01 02:41:01.250000+00:00,56.8821666666667,-158.1495,6.82,0.24,av91091143,4.480584550017996
2023-03-01 04:04:16.289000+00:00,56.9261,-158.1041,5.8,3.1,ak0232rang5r,6.7774773284482395
2023-03-01 04:55:55.900000+00:00,56.9148333333333,-158.035833333333,1.99,0.33,av91091213,10.59686918646191
