20210919160207.24,55.4127,-161.8367,0.4,0.35,1
20210919160627.93,55.4003,-161.7282,0.0,0.39,2
20210919161110.13,55.1062,-161.5227,8.8,1.35,3
20210919161609.42,55.3667,-161.9185,0.0,0.58,5
