20210925010241.07,55.5637,-161.8413,18.8,0.60,1
20210925010855.67,55.3717,-162.4112,3.0,0.93,3
20210925011354.83,55.3548,-162.0657,0.0,0.34,4
20210925011615.83,55.4260,-161.8673,0.0,0.86,5
