station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp
AV.DEER..BH,2021-09-25T04:00:00.000,429286,2021-09-25T06:23:05.720,0.57,P,2021-09-25T04-00-00.mseed,8.978358323474822e-07,8.978358323474822e-07
AV.DEER..BH,2021-09-25T04:00:00.000,429584,2021-09-25T06:23:11.680,0.604,S,2021-09-25T04-00-00.mseed,8.978358323474822e-07,8.978358323474822e-07
AV.DOL..BH,2021-09-25T04:00:00.000,66706,2021-09-25T04:22:14.120,0.407,P,2021-09-25T04-00-00.mseed,8.227971193264239e-07,8.227971193264239e-07
AV.DOL..BH,2021-09-25T04:00:00.000,197294,2021-09-25T05:05:45.880,0.669,P,2021-09-25T04-00-00.mseed,8.07750666353968e-07,8.07750666353968e-07
AV.DOL..BH,2021-09-25T04:00:00.000,366474,2021-09-25T06:02:09.480,0.592,P,2021-09-25T04-00-00.mseed,8.933865274229902e-07,8.933865274229902e-07
AV.DOL..BH,2021-09-25T04:00:00.000,390539,2021-09-25T06:10:10.780,0.863,P,2021-09-25T04-00-00.mseed,6.857158041384537e-07,6.857158041384537e-07
AV.DOL..BH,2021-09-25T04:00:00.000,426993,2021-09-25T06:22:19.860,0.941,P,2021-09-25T04-00-00.mseed,7.669849537705886e-07,7.669849537705886e-07
AV.DOL..BH,2021-09-25T04:00:00.000,663903,2021-09-25T07:41:18.060,0.911,P,2021-09-25T04-00-00.mseed,6.423673539757147e-07,6.423673539757147e-07
AV.DOL..BH,2021-09-25T04:00:00.000,669930,2021-09-25T07:43:18.600,0.46,P,2021-09-25T04-00-00.mseed,5.663147248924361e-07,5.663147248924361e-07
AV.DOL..BH,2021-09-25T04:00:00.000,66995,2021-09-25T04:22:19.900,0.7,S,2021-09-25T04-00-00.mseed,8.227971193264239e-07,8.227971193264239e-07
AV.DOL..BH,2021-09-25T04:00:00.000,366810,2021-09-25T06:02:16.200,0.385,S,2021-09-25T04-00-00.mseed,8.933865274229902e-07,8.933865274229902e-07
AV.DOL..BH,2021-09-25T04:00:00.000,392110,2021-09-25T06:10:42.200,0.588,S,2021-09-25T04-00-00.mseed,5.953224331278761e-07,5.953224331278761e-07
AV.DOL..BH,2021-09-25T04:00:00.000,428892,2021-09-25T06:22:57.840,0.796,S,2021-09-25T04-00-00.mseed,2.336154466320295e-06,2.336154466320295e-06
AV.DOL..BH,2021-09-25T04:00:00.000,579722,2021-09-25T07:13:14.440,0.324,S,2021-09-25T04-00-00.mseed,5.642089035973186e-07,5.642089035973186e-07
AV.DOL..BH,2021-09-25T04:00:00.000,665705,2021-09-25T07:41:54.100,0.587,S,2021-09-25T04-00-00.mseed,1.6480317981404369e-06,1.6480317981404369e-06
AV.DT1..BH,2021-09-25T04:00:00.000,213575,2021-09-25T05:11:11.500,0.489,P,2021-09-25T04-00-00.mseed,5.319131446412939e-07,5.319131446412939e-07
AV.DT1..BH,2021-09-25T04:00:00.000,427359,2021-09-25T06:22:27.180,0.802,P,2021-09-25T04-00-00.mseed,4.0427968883705034e-07,4.0427968883705034e-07
AV.DT1..BH,2021-09-25T04:00:00.000,664178,2021-09-25T07:41:23.560,0.836,P,2021-09-25T04-00-00.mseed,9.816135388973635e-07,9.816135388973635e-07
AV.DT1..BH,2021-09-25T04:00:00.000,429522,2021-09-25T06:23:10.440,0.418,S,2021-09-25T04-00-00.mseed,7.917533366708085e-07,7.917533366708085e-07
AV.DTN..BH,2021-09-25T04:00:00.000,427375,2021-09-25T06:22:27.500,0.62,P,2021-09-25T04-00-00.mseed,9.124348139266658e-07,9.124348139266658e-07
AV.DTN..BH,2021-09-25T04:00:00.000,367426,2021-09-25T06:02:28.520,0.49,S,2021-09-25T04-00-00.mseed,1.013422547657683e-06,1.013422547657683e-06
AV.DTN..BH,2021-09-25T04:00:00.000,429609,2021-09-25T06:23:12.180,0.541,S,2021-09-25T04-00-00.mseed,2.0496256638580235e-06,2.0496256638580235e-06
AV.HAG..SH,2021-09-25T04:00:00.000,1,2021-09-25T04:00:00.020,0.807,P,2021-09-25T04-00-00.mseed,2.393394424871076e-07,2.393394424871076e-07
