station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp
AV.HAG..SH,2021-09-25T04:00:00.000,427134,2021-09-25T06:22:22.680,0.466,P,2021-09-25T04-00-00.mseed,1.0002611361414893e-06,1.0002611361414893e-06
AV.HAG..SH,2021-09-25T04:00:00.000,429144,2021-09-25T06:23:02.880,0.556,S,2021-09-25T04-00-00.mseed,2.7249386675975984e-06,2.7249386675975984e-06
AV.PN7A..BH,2021-09-25T04:00:00.000,427295,2021-09-25T06:22:25.900,0.869,P,2021-09-25T04-00-00.mseed,1.6165038232429652e-06,1.6165038232429652e-06
AV.PN7A..BH,2021-09-25T04:00:00.000,429291,2021-09-25T06:23:05.820,0.446,P,2021-09-25T04-00-00.mseed,1.5575433280901052e-06,1.5575433280901052e-06
AV.PN7A..BH,2021-09-25T04:00:00.000,664443,2021-09-25T07:41:28.860,0.45,P,2021-09-25T04-00-00.mseed,1.4445375882132794e-06,1.4445375882132794e-06
AV.PS1A..BH,2021-09-25T04:00:00.000,426987,2021-09-25T06:22:19.740,0.726,P,2021-09-25T04-00-00.mseed,1.7993777419178514e-06,1.7993777419178514e-06
AV.PS1A..BH,2021-09-25T04:00:00.000,664159,2021-09-25T07:41:23.180,0.861,P,2021-09-25T04-00-00.mseed,1.4153827123664087e-06,1.4153827123664087e-06
AV.PS1A..BH,2021-09-25T04:00:00.000,428867,2021-09-25T06:22:57.340,0.595,S,2021-09-25T04-00-00.mseed,1.7438219401810784e-06,1.7438219401810784e-06
AV.PS4A..BH,2021-09-25T04:00:00.000,427084,2021-09-25T06:22:21.680,0.648,P,2021-09-25T04-00-00.mseed,2.251307023470872e-06,2.251307023470872e-06
AV.PS4A..BH,2021-09-25T04:00:00.000,666196,2021-09-25T07:42:03.920,0.333,P,2021-09-25T04-00-00.mseed,1.354582764179213e-06,1.354582764179213e-06
AV.PS4A..BH,2021-09-25T04:00:00.000,429060,2021-09-25T06:23:01.200,0.568,S,2021-09-25T04-00-00.mseed,3.854594524455024e-06,3.854594524455024e-06
AV.PS4A..BH,2021-09-25T04:00:00.000,718954,2021-09-25T07:59:39.080,0.373,S,2021-09-25T04-00-00.mseed,1.0752179377959692e-06,1.0752179377959692e-06
AV.PV6A..SH,2021-09-25T04:00:00.000,1,2021-09-25T04:00:00.020,0.339,P,2021-09-25T04-00-00.mseed,1.11373267941417e-07,1.11373267941417e-07
AV.PV6A..SH,2021-09-25T04:00:00.000,427277,2021-09-25T06:22:25.540,0.733,P,2021-09-25T04-00-00.mseed,2.3638841639694874e-07,2.3638841639694874e-07
AV.PV6A..SH,2021-09-25T04:00:00.000,664420,2021-09-25T07:41:28.400,0.771,P,2021-09-25T04-00-00.mseed,2.0550480428482842e-07,2.0550480428482842e-07
AV.PV6A..SH,2021-09-25T04:00:00.000,253651,2021-09-25T05:24:33.020,0.328,S,2021-09-25T04-00-00.mseed,1.49308831964845e-07,1.49308831964845e-07
AV.PV6A..SH,2021-09-25T04:00:00.000,429336,2021-09-25T06:23:06.720,0.473,S,2021-09-25T04-00-00.mseed,6.269418690862949e-07,6.269418690862949e-07
AV.PVV..SH,2021-09-25T04:00:00.000,427012,2021-09-25T06:22:20.240,0.398,P,2021-09-25T04-00-00.mseed,5.451712468129699e-07,5.451712468129699e-07
AV.PVV..SH,2021-09-25T04:00:00.000,428891,2021-09-25T06:22:57.820,0.749,S,2021-09-25T04-00-00.mseed,1.3671675560544827e-06,1.3671675560544827e-06
AV.S12K..BH,2021-09-25T04:00:00.000,199315,2021-09-25T05:06:26.300,0.306,P,2021-09-25T04-00-00.mseed,7.763618441458675e-07,7.763618441458675e-07
AV.S12K..BH,2021-09-25T04:00:00.000,427477,2021-09-25T06:22:29.540,0.873,P,2021-09-25T04-00-00.mseed,7.742158913970343e-07,7.742158913970343e-07
AV.S12K..BH,2021-09-25T04:00:00.000,664623,2021-09-25T07:41:32.460,0.834,P,2021-09-25T04-00-00.mseed,8.655655392431072e-07,8.655655392431072e-07
AV.S12K..BH,2021-09-25T04:00:00.000,429620,2021-09-25T06:23:12.400,0.723,S,2021-09-25T04-00-00.mseed,1.8767509573081043e-06,1.8767509573081043e-06
AV.S12K..BH,2021-09-25T04:00:00.000,665191,2021-09-25T07:41:43.820,0.559,S,2021-09-25T04-00-00.mseed,1.002057729238004e-06,1.002057729238004e-06
