time,magnitude,longitude,latitude,depth(m),sigma_time,sigma_amp,cov_time_amp,gamma_score,event_index
2021-09-25T06:22:17.535,0.928,-161.421,55.216,0.000,0.790,0.275,0.109,8.000,1
2021-09-25T06:22:41.972,1.441,-161.002,55.187,0.000,0.137,0.100,-0.004,3.005,2
2021-09-25T06:22:56.435,1.107,-161.687,55.269,12522.398,0.491,0.199,-0.016,4.995,3
2021-09-25T07:41:16.959,1.175,-161.885,54.905,21304.617,0.233,0.371,0.057,3.878,4
