station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp
AV.DEER..BH,2021-09-25T02:00:00.000,459951,2021-09-25T04:33:19.020,0.92,P,2021-09-25T02-00-00.mseed,6.697298999824852e-07,6.697298999824852e-07
AV.DEER..BH,2021-09-25T02:00:00.000,512132,2021-09-25T04:50:42.640,0.753,P,2021-09-25T02-00-00.mseed,5.706721140086302e-07,5.706721140086302e-07
AV.DEER..BH,2021-09-25T02:00:00.000,462048,2021-09-25T04:34:00.960,0.564,S,2021-09-25T02-00-00.mseed,6.203467250998074e-07,6.203467250998074e-07
AV.DEER..BH,2021-09-25T02:00:00.000,462664,2021-09-25T04:34:13.280,0.599,S,2021-09-25T02-00-00.mseed,5.573169232775399e-07,5.573169232775399e-07
AV.DEER..BH,2021-09-25T02:00:00.000,513113,2021-09-25T04:51:02.260,0.788,S,2021-09-25T02-00-00.mseed,1.063711010829138e-06,1.063711010829138e-06
AV.DOL..BH,2021-09-25T02:00:00.000,266510,2021-09-25T03:28:50.200,0.633,P,2021-09-25T02-00-00.mseed,6.082512982175103e-07,6.082512982175103e-07
AV.DOL..BH,2021-09-25T02:00:00.000,355151,2021-09-25T03:58:23.020,0.865,P,2021-09-25T02-00-00.mseed,5.675354941558908e-07,5.675354941558908e-07
AV.DOL..BH,2021-09-25T02:00:00.000,459767,2021-09-25T04:33:15.340,0.928,P,2021-09-25T02-00-00.mseed,9.858187013378483e-07,9.858187013378483e-07
AV.DOL..BH,2021-09-25T02:00:00.000,507240,2021-09-25T04:49:04.800,0.559,P,2021-09-25T02-00-00.mseed,4.6917210738683934e-07,4.6917210738683934e-07
AV.DOL..BH,2021-09-25T02:00:00.000,512283,2021-09-25T04:50:45.660,0.913,P,2021-09-25T02-00-00.mseed,5.919924888075911e-07,5.919924888075911e-07
AV.DOL..BH,2021-09-25T02:00:00.000,356968,2021-09-25T03:58:59.360,0.584,S,2021-09-25T02-00-00.mseed,1.1344865242790547e-06,1.1344865242790547e-06
AV.DOL..BH,2021-09-25T02:00:00.000,461633,2021-09-25T04:33:52.660,0.734,S,2021-09-25T02-00-00.mseed,1.5282129197657923e-06,1.5282129197657923e-06
AV.DOL..BH,2021-09-25T02:00:00.000,513421,2021-09-25T04:51:08.420,0.812,S,2021-09-25T02-00-00.mseed,1.2353715419521905e-06,1.2353715419521905e-06
AV.DT1..BH,2021-09-25T02:00:00.000,355387,2021-09-25T03:58:27.740,0.737,P,2021-09-25T02-00-00.mseed,6.885617835905578e-07,6.885617835905578e-07
AV.DT1..BH,2021-09-25T02:00:00.000,460031,2021-09-25T04:33:20.620,0.944,P,2021-09-25T02-00-00.mseed,7.004613848948793e-07,7.004613848948793e-07
AV.DT1..BH,2021-09-25T02:00:00.000,512109,2021-09-25T04:50:42.180,0.959,P,2021-09-25T02-00-00.mseed,4.670129669648304e-07,4.670129669648304e-07
AV.DT1..BH,2021-09-25T02:00:00.000,357441,2021-09-25T03:59:08.820,0.632,S,2021-09-25T02-00-00.mseed,9.60111606218561e-07,9.60111606218561e-07
AV.DT1..BH,2021-09-25T02:00:00.000,513099,2021-09-25T04:51:01.980,0.868,S,2021-09-25T02-00-00.mseed,8.245876870205393e-07,8.245876870205393e-07
AV.DTN..BH,2021-09-25T02:00:00.000,355455,2021-09-25T03:58:29.100,0.725,P,2021-09-25T02-00-00.mseed,1.100296685763169e-06,1.100296685763169e-06
AV.DTN..BH,2021-09-25T02:00:00.000,460077,2021-09-25T04:33:21.540,0.92,P,2021-09-25T02-00-00.mseed,8.357393426194903e-07,8.357393426194903e-07
AV.DTN..BH,2021-09-25T02:00:00.000,462256,2021-09-25T04:34:05.120,0.562,S,2021-09-25T02-00-00.mseed,1.6055479363785707e-06,1.6055479363785707e-06
AV.HAG..SH,2021-09-25T02:00:00.000,1,2021-09-25T02:00:00.020,0.566,P,2021-09-25T02-00-00.mseed,2.0291496127811115e-07,2.0291496127811115e-07
AV.HAG..SH,2021-09-25T02:00:00.000,355412,2021-09-25T03:58:28.240,0.736,P,2021-09-25T02-00-00.mseed,6.08048480899015e-07,6.08048480899015e-07
AV.HAG..SH,2021-09-25T02:00:00.000,460008,2021-09-25T04:33:20.160,0.665,P,2021-09-25T02-00-00.mseed,6.118523288023425e-07,6.118523288023425e-07
AV.PN7A..BH,2021-09-25T02:00:00.000,141443,2021-09-25T02:47:08.860,0.826,P,2021-09-25T02-00-00.mseed,1.3449985090119299e-06,1.3449985090119299e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,430890,2021-09-25T04:23:37.800,0.805,P,2021-09-25T02-00-00.mseed,1.2833214668717119e-06,1.2833214668717119e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,432350,2021-09-25T04:24:07.000,0.828,P,2021-09-25T02-00-00.mseed,1.0558420626693987e-06,1.0558420626693987e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,435542,2021-09-25T04:25:10.840,0.814,P,2021-09-25T02-00-00.mseed,1.7800540490497951e-06,1.7800540490497951e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,459535,2021-09-25T04:33:10.700,0.837,P,2021-09-25T02-00-00.mseed,1.5711182186350925e-06,1.5711182186350925e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,491531,2021-09-25T04:43:50.620,0.571,P,2021-09-25T02-00-00.mseed,1.2806140148313716e-06,1.2806140148313716e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,431016,2021-09-25T04:23:40.320,0.633,S,2021-09-25T02-00-00.mseed,1.2833214668717119e-06,1.2833214668717119e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,435695,2021-09-25T04:25:13.900,0.676,S,2021-09-25T02-00-00.mseed,1.7800540490497951e-06,1.7800540490497951e-06
AV.PN7A..BH,2021-09-25T02:00:00.000,459649,2021-09-25T04:33:12.980,0.646,S,2021-09-25T02-00-00.mseed,1.956688038262655e-06,1.956688038262655e-06
AV.PS1A..BH,2021-09-25T02:00:00.000,355391,2021-09-25T03:58:27.820,0.738,P,2021-09-25T02-00-00.mseed,1.7967157646125997e-06,1.7967157646125997e-06
AV.PS1A..BH,2021-09-25T02:00:00.000,460043,2021-09-25T04:33:20.860,0.849,P,2021-09-25T02-00-00.mseed,1.882726905932941e-06,1.882726905932941e-06
AV.PS4A..BH,2021-09-25T02:00:00.000,530631,2021-09-25T04:56:52.620,0.944,P,2021-09-25T02-00-00.mseed,1.2356050547168707e-06,1.2356050547168707e-06
