id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma
AV.DOL..BH,2021-09-25T02:16:54.060000,P,0.587,7.532294148404617e-07,-1,-1.0
AV.DT1..BH,2021-09-25T01:45:39.100000,P,0.393,5.695152935913939e-07,-1,-1.0
AV.DT1..BH,2021-09-25T02:57:43.720000,P,0.4,4.522714220911439e-07,-1,-1.0
AV.DT1..BH,2021-09-25T01:46:52.760000,S,0.357,5.182188260732801e-07,-1,-1.0
AV.DTN..BH,2021-09-25T01:45:39.100000,P,0.686,7.603900371577765e-07,-1,-1.0
AV.DTN..BH,2021-09-25T01:46:53.160000,S,0.357,1.1901742027475848e-06,-1,-1.0
AV.HAG..SH,2021-09-25T01:00:00.020000,P,0.689,1.7527773366055047e-07,-1,-1.0
AV.HAG..SH,2021-09-25T01:22:06.600000,P,0.804,1.1852475836349186e-06,-1,-1.0
AV.HAG..SH,2021-09-25T01:45:36.160000,P,0.32,2.141706403335775e-07,-1,-1.0
AV.HAG..SH,2021-09-25T02:34:43.520000,P,0.325,1.6816809988995376e-07,-1,-1.0
AV.HAG..SH,2021-09-25T01:09:03.460000,S,0.302,3.315882679544302e-07,3,2.603350916808242e-06
AV.HAG..SH,2021-09-25T01:13:57.640000,S,0.342,2.9747610597041785e-07,4,2.603350916808242e-06
AV.PN7A..BH,2021-09-25T01:02:45.320000,P,0.41,1.138083007390378e-06,1,2.603350916808242e-06
AV.PN7A..BH,2021-09-25T01:13:56.440000,P,0.476,1.0698333881009605e-06,4,2.5644768055307066e-06
AV.PN7A..BH,2021-09-25T01:16:16.280000,P,0.688,2.0207617126288824e-06,5,2.603350916808242e-06
AV.PN7A..BH,2021-09-25T01:21:42.220000,S,0.578,1.5378715261249454e-06,-1,-1.0
AV.PS1A..BH,2021-09-25T01:02:45.340000,P,0.802,1.706743091745011e-06,1,2.5644768055307066e-06
AV.PS1A..BH,2021-09-25T01:13:13.000000,P,0.368,1.650751187298738e-06,-1,-1.0
AV.PS1A..BH,2021-09-25T01:16:16.640000,P,0.642,1.9780445654760115e-06,5,2.5644768055307066e-06
AV.PS1A..BH,2021-09-25T01:09:09.160000,S,0.373,1.4031389810043038e-06,3,2.5644768055307066e-06
AV.PS1A..BH,2021-09-25T01:21:54.920000,S,0.555,2.347193458263064e-06,-1,-1.0
AV.PS4A..BH,2021-09-25T01:07:10.000000,P,0.622,1.372288124912302e-06,2,2.603350916808242e-06
AV.PS4A..BH,2021-09-25T01:09:01.340000,P,0.555,1.8742904330792955e-06,3,1.2616118192455706e-07
AV.PS4A..BH,2021-09-25T01:12:58.220000,P,0.319,8.357257001989638e-07,-1,-1.0
AV.PS4A..BH,2021-09-25T01:16:57.180000,P,0.779,1.780244019755628e-06,-1,-1.0
AV.PS4A..BH,2021-09-25T01:21:48.920000,P,0.62,1.6109879652503878e-06,-1,-1.0
AV.PS4A..BH,2021-09-25T01:02:50.280000,S,0.44,1.7222245105585898e-06,1,1.2616118192455706e-07
AV.PS4A..BH,2021-09-25T01:07:15.500000,S,0.434,1.554443770146463e-06,2,2.5644768055307066e-06
AV.PS4A..BH,2021-09-25T01:09:06.360000,S,0.353,1.8742904330792955e-06,3,2.409935295006573e-06
AV.PS4A..BH,2021-09-25T01:13:58.800000,S,0.4,1.1072578445237014e-06,4,1.2616118192455706e-07
AV.PS4A..BH,2021-09-25T01:16:19.680000,S,0.525,1.267809466298786e-06,5,1.2616118192455706e-07
AV.PS4A..BH,2021-09-25T01:17:01.400000,S,0.38,8.029541618270741e-07,-1,-1.0
AV.PS4A..BH,2021-09-25T01:17:02.560000,S,0.335,1.780244019755628e-06,-1,-1.0
AV.PS4A..BH,2021-09-25T01:21:07.640000,S,0.305,2.4791281703073764e-06,-1,-1.0
AV.PV6A..SH,2021-09-25T01:00:00.020000,P,0.723,1.120453489988904e-07,-1,-1.0
AV.PV6A..SH,2021-09-25T01:02:51.520000,P,0.448,2.4394918796133425e-07,-1,-1.0
AV.PV6A..SH,2021-09-25T01:16:19.360000,P,0.325,1.9134056117309228e-07,5,2.409935295006573e-06
AV.PV6A..SH,2021-09-25T01:16:25.640000,S,0.369,3.293182828656427e-07,5,4.313231253715289e-06
AV.PVV..SH,2021-09-25T01:03:01.480000,P,0.319,5.562361025113205e-07,-1,-1.0
AV.PVV..SH,2021-09-25T01:16:15.680000,P,0.351,4.651555229884252e-07,5,1.9378124765900637e-06
AV.PVV..SH,2021-09-25T01:21:47.320000,P,0.368,8.72741679813771e-07,-1,-1.0
AV.PVV..SH,2021-09-25T01:02:49.200000,S,0.477,4.211127588860109e-07,1,2.409935295006573e-06
AV.PVV..SH,2021-09-25T01:07:14.460000,S,0.346,4.530549801984307e-07,2,1.2616118192455706e-07
AV.PVV..SH,2021-09-25T01:08:22.400000,S,0.561,2.6095361249645066e-07,-1,-1.0
AV.PVV..SH,2021-09-25T01:13:16.640000,S,0.462,3.2242098768620053e-07,-1,-1.0
AV.PVV..SH,2021-09-25T01:14:00.160000,S,0.703,3.622931501467974e-07,4,2.409935295006573e-06
AV.PVV..SH,2021-09-25T01:16:20.400000,S,0.356,4.79053426261089e-07,5,0.007642101667643242
AV.PVV..SH,2021-09-25T01:17:01.440000,S,0.472,4.1083572455136164e-07,-1,-1.0
