time,latitude,longitude,depth_km,magnitude,event_id_mapped
2021-05-26T01:45:49.480000,56.00383333333333,-161.01983333333334,10.89,1.055,3644
2021-05-26T21:25:30.750000,54.4165,-162.90116666666665,9.97,1.586,3650
2021-05-27T01:09:04.910000,55.268166666666666,-161.2795,29.09,2.569,3655
2021-05-27T14:38:33.410000,54.88733333333333,-162.5685,37.11,1.195,3662
2021-05-27T16:55:52.760000,54.49783333333333,-162.49833333333333,48.63,1.639,3663
2021-01-12T18:00:16.640000,54.89383333333333,-161.83383333333333,19.46,1.371,367
2021-05-27T23:29:19.500000,55.034333333333336,-162.32033333333334,20.44,1.335,3673
2021-05-28T06:03:05.550000,54.686166666666665,-161.5085,76.54,2.112,3675
2021-01-12T18:00:31.970000,54.983333333333334,-161.67483333333334,6.04,1.695,368
2021-05-28T12:11:11.870000,54.5055,-161.70316666666668,14.48,1.405,3681
2021-05-28T16:12:18.370000,54.49783333333333,-162.008,10.45,1.867,3685
2021-05-28T19:00:32.540000,55.36783333333333,-161.63433333333333,12.73,-0.14,3686
2021-05-29T00:41:08.790000,54.861333333333334,-161.45916666666668,68.19,1.81,3687
2021-05-29T15:48:13.110000,55.369,-161.946,26.37,0.679,3692
2021-05-29T22:49:08.260000,54.664833333333334,-160.57266666666666,7.71,1.962,3697
2021-01-02T05:52:05.290000,55.1455,-161.53933333333333,2.58,1.642,37
2021-05-30T05:38:43.780000,55.2215,-161.777,9.33,1.564,3700
2021-05-30T07:40:42.830000,54.57416666666667,-161.27483333333333,24.44,2.373,3701
2021-05-30T08:27:17.670000,55.220666666666666,-161.82566666666668,17.11,0.931,3702
2021-05-30T14:25:32.580000,54.60216666666667,-161.17433333333332,12.41,1.758,3705
2021-05-30T14:36:51.050000,55.412,-161.723,23.13,1.786,3706
2021-05-30T15:58:22.270000,55.660666666666664,-163.13533333333334,10.09,1.605,3707
2021-05-30T18:22:20.970000,55.083333333333336,-161.6865,22.13,1.017,3711
2021-05-30T19:21:58.950000,54.283833333333334,-162.4285,10.43,2.522,3713
2021-05-31T04:14:00.810000,54.90416666666667,-163.38766666666666,60.35,1.693,3714
2021-05-31T06:06:47.190000,55.16683333333334,-162.03716666666668,25.15,0.88,3715
2021-05-31T07:02:12.850000,55.43816666666667,-161.77933333333334,9.42,2.46,3716
2021-05-31T07:15:51.360000,54.483,-160.88883333333334,20.0,1.661,3717
2021-05-31T10:33:20.850000,55.1995,-161.68416666666667,4.11,1.556,3719
2021-01-12T20:52:39.440000,55.155833333333334,-161.95066666666668,6.06,1.062,372
2021-05-31T10:33:36.600000,55.266,-161.687,5.89,0.48,3721
2021-05-31T11:46:06.760000,54.8185,-163.65483333333333,10.9,1.567,3722
2021-05-31T12:16:55.270000,55.68,-161.23116666666667,49.7,1.807,3723
2021-05-31T14:56:35.150000,54.529666666666664,-161.18033333333332,8.75,1.751,3726
2021-05-31T18:40:55.930000,54.586333333333336,-161.25483333333332,12.53,2.67,3727
2021-06-01T00:14:28.020000,55.27133333333333,-161.38316666666665,10.06,1.036,3729
2021-01-12T21:02:28.870000,54.771166666666666,-161.73966666666666,0.0,1.491,373
2021-06-01T00:14:32.840000,54.94383333333333,-162.08916666666667,5.86,1.071,3730
2021-06-01T12:05:00.280000,55.1185,-160.23283333333333,53.53,1.5,3733
2021-06-01T18:53:47.560000,55.28333333333333,-161.647,39.74,0.907,3737
2021-06-01T22:03:43.530000,54.653666666666666,-160.873,11.49,1.816,3739
2021-06-02T01:31:26.530000,54.485,-163.3995,11.36,1.415,3742
2021-06-02T07:15:37.580000,54.812333333333335,-162.1925,0.75,1.76,3743
2021-06-02T07:15:55.180000,54.92,-162.17966666666666,1.49,2.067,3744
2021-06-02T16:07:25.570000,54.875166666666665,-161.70966666666666,75.47,1.538,3747
2021-01-12T21:24:09.860000,54.921,-162.198,0.97,1.735,375
2021-06-03T02:17:36.170000,55.0345,-162.1685,14.19,1.347,3752
2021-06-03T06:33:28.600000,55.452666666666666,-161.878,26.45,0.731,3756
2021-06-03T09:54:50.620000,55.469833333333334,-161.8695,28.66,0.598,3757
2021-06-03T10:21:53.200000,55.28216666666667,-162.28116666666668,53.69,2.149,3758
2021-06-03T14:31:59.230000,55.23233333333334,-162.10766666666666,18.63,0.343,3762
2021-06-03T16:32:56.870000,54.88666666666667,-161.19866666666667,27.98,1.753,3765
2021-06-03T18:08:46.200000,55.344,-162.27033333333333,32.9,0.911,3769
2021-06-03T18:13:35.580000,55.263333333333335,-162.0215,5.87,0.306,3770
2021-06-03T20:34:55.130000,54.67733333333334,-162.428,8.67,1.132,3772
2021-06-04T03:26:24.870000,55.2095,-161.719,5.94,-0.121,3778
2021-06-04T03:40:23.080000,55.29933333333334,-161.66133333333335,52.06,1.27,3779
2021-06-04T03:54:33.790000,55.755833333333335,-161.50466666666668,0.84,1.356,3780
2021-06-04T10:13:50.120000,55.343333333333334,-161.77733333333333,11.23,-0.461,3788
2021-06-04T11:45:44.710000,54.86066666666667,-162.67683333333332,31.72,1.505,3789
2021-06-04T14:45:10.050000,55.13333333333333,-161.6825,5.33,0.013,3796
2021-06-04T14:45:27.990000,55.317166666666665,-161.787,3.22,-0.199,3797
2021-01-12T21:37:47.960000,55.243833333333335,-161.66083333333333,16.34,0.555,380
2021-06-04T15:40:30.890000,55.20883333333333,-161.65816666666666,12.94,1.369,3800
2021-06-04T16:35:14.680000,55.07233333333333,-161.04383333333334,30.64,2.701,3804
2021-06-04T17:48:51.680000,54.893,-162.36216666666667,34.55,1.927,3808
2021-06-04T17:49:03.910000,54.96233333333333,-162.2195,13.62,2.254,3809
2021-01-13T00:01:46.290000,54.62566666666667,-161.60616666666667,32.1,2.89,381
