id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma
AV.DEER..BH,2021-07-29T16:00:33.580000,P,0.368,7.248401630022272e-07,1,0.0010957045157478178
AV.DEER..BH,2021-07-29T16:01:01.590000,P,0.458,1.504125521023525e-06,-1,-1.0
AV.DEER..BH,2021-07-29T16:08:58.290000,P,0.927,1.0609545597617398e-06,2,0.0010957045157478178
AV.DEER..BH,2021-07-29T16:09:57.540000,P,0.782,2.357918674533721e-05,3,0.0010957045157478178
AV.DEER..BH,2021-07-29T16:27:04.470000,P,0.562,9.364649145027216e-07,4,0.0010957045157478178
AV.DEER..BH,2021-07-29T16:38:43.340000,P,0.645,8.854972861627175e-07,5,0.0010957045157478178
AV.DEER..BH,2021-07-29T16:39:19.040000,P,0.333,1.656835252106248e-06,-1,-1.0
AV.DEER..BH,2021-07-29T17:00:36.660000,P,0.708,1.319246734965418e-06,6,0.0010957045157478178
AV.DEER..BH,2021-07-29T17:04:38.840000,P,0.466,1.2995212728128536e-06,8,0.0010957045157478178
AV.DEER..BH,2021-07-29T17:09:02.710000,P,0.564,1.5969642390700756e-06,-1,-1.0
AV.DEER..BH,2021-07-29T17:23:11.070000,P,0.671,1.1134195574413752e-06,10,0.0010957045157478178
AV.DEER..BH,2021-07-29T17:23:36.860000,P,0.518,8.351578912879631e-07,-1,-1.0
AV.DEER..BH,2021-07-29T17:23:37.080000,P,0.332,2.1162727534829173e-06,-1,-1.0
AV.DEER..BH,2021-07-29T17:33:19.820000,P,0.366,6.938116143828665e-07,13,0.0010957045157478178
AV.DEER..BH,2021-07-29T17:42:02.900000,P,0.567,8.214452122956573e-07,-1,-1.0
AV.DEER..BH,2021-07-29T17:52:27.190000,P,0.914,1.0742886615844327e-06,15,0.0010957045157478178
AV.DEER..BH,2021-07-29T17:53:01.710000,P,0.707,1.65807011853758e-06,-1,-1.0
AV.DEER..BH,2021-07-29T18:14:46.980000,P,0.337,1.4452084542426746e-06,16,0.0010957045157478178
AV.DEER..BH,2021-07-29T18:18:24.400000,P,0.3,1.384774805046618e-06,18,0.0010957045157478178
AV.DEER..BH,2021-07-29T18:38:26.950000,P,0.898,1.3059892580713497e-06,20,0.0010957045157478178
AV.DEER..BH,2021-07-29T18:47:05.620000,P,0.693,1.0676687907107407e-06,22,0.0010957045157478178
AV.DEER..BH,2021-07-29T18:53:44.790000,P,0.521,1.0297172821083225e-06,23,0.0010957045157478178
AV.DEER..BH,2021-07-29T19:12:19.390000,P,0.889,3.3087840165535454e-06,25,0.0010957045157478178
AV.DEER..BH,2021-07-29T19:15:13.840000,P,0.463,1.6310148112097522e-06,27,0.0010957045157478178
AV.DEER..BH,2021-07-29T19:30:22.380000,P,0.416,9.868721235761768e-07,28,0.0010957045157478178
AV.DEER..BH,2021-07-29T19:53:46.220000,P,0.921,1.2670498108491302e-06,30,0.0010957045157478178
AV.DEER..BH,2021-07-29T19:54:28.960000,P,0.328,1.5268904007825768e-06,-1,-1.0
AV.DEER..BH,2021-07-29T20:22:00.140000,P,0.63,1.350965703750262e-06,31,0.0010957045157478178
AV.DEER..BH,2021-07-29T20:22:40.640000,P,0.389,2.1579573967756005e-06,-1,-1.0
AV.DEER..BH,2021-07-29T20:23:47.180000,P,0.689,1.0531416592129972e-06,32,0.0010957045157478178
AV.DEER..BH,2021-07-29T20:24:18.830000,P,0.417,4.132532467338024e-06,-1,-1.0
AV.DEER..BH,2021-07-29T20:25:55.260000,P,0.763,1.2104570714654983e-06,33,0.0010957045157478178
AV.DEER..BH,2021-07-29T20:29:46.830000,P,0.353,9.643537168813054e-07,-1,-1.0
AV.DEER..BH,2021-07-29T20:31:20.540000,P,0.568,1.3426574696495663e-06,-1,-1.0
AV.DEER..BH,2021-07-29T20:31:20.920000,P,0.418,9.2041709649493e-06,34,0.0010957045157478178
AV.DEER..BH,2021-07-29T20:31:56.900000,P,0.409,3.352326893946156e-05,-1,-1.0
AV.DEER..BH,2021-07-29T20:33:31.190000,P,0.797,4.283674934413284e-05,35,0.0010957045157478178
AV.DEER..BH,2021-07-29T20:42:42.220000,P,0.424,2.1913340333412634e-06,36,0.0010957045157478178
AV.DEER..BH,2021-07-29T21:00:43.860000,P,0.304,1.808669139791164e-06,-1,-1.0
AV.DEER..BH,2021-07-29T21:00:44.500000,P,0.337,5.054161374573596e-05,37,0.0010957045157478178
AV.DEER..BH,2021-07-29T21:08:38.980000,P,0.473,1.984536083909916e-06,38,0.0010957045157478178
AV.DEER..BH,2021-07-29T21:18:39.760000,P,0.827,2.2678259483654983e-06,40,0.0010957045157478178
AV.DEER..BH,2021-07-29T21:19:23.010000,P,0.585,2.324657998542534e-06,-1,-1.0
AV.DEER..BH,2021-07-29T21:40:01.030000,P,0.825,8.60634281707462e-06,41,0.0010957045157478178
AV.DEER..BH,2021-07-29T22:02:35.790000,P,0.782,1.072102463695046e-06,43,0.0010957045157478178
AV.DEER..BH,2021-07-29T22:19:13.780000,P,0.683,7.571518381155329e-06,44,0.0010957045157478178
AV.DEER..BH,2021-07-29T22:56:50.510000,P,0.74,1.5668709920646506e-06,-1,-1.0
AV.DEER..BH,2021-07-29T23:06:34.350000,P,0.394,1.1150124237246928e-06,-1,-1.0
AV.DEER..BH,2021-07-29T23:39:00.950000,P,0.492,2.1958030629321e-06,-1,-1.0
AV.DEER..BH,2021-07-29T23:39:01.350000,P,0.605,2.754155502771028e-06,-1,-1.0
AV.DEER..BH,2021-07-29T16:09:41.700000,S,0.324,1.0270023267366923e-06,-1,-1.0
AV.DEER..BH,2021-07-29T16:38:53.270000,S,0.333,1.1187541986146243e-06,5,0.00011857504896748631
AV.DEER..BH,2021-07-29T17:47:04.150000,S,0.62,8.510849056619918e-07,-1,-1.0
AV.DEER..BH,2021-07-29T18:38:55.520000,S,0.561,3.585258355087717e-06,-1,-1.0
AV.DEER..BH,2021-07-29T18:54:08.280000,S,0.496,2.7176336061529582e-06,24,0.0010957045157478178
AV.DEER..BH,2021-07-29T19:53:55.270000,S,0.643,1.3677411061507885e-06,-1,-1.0
AV.DEER..BH,2021-07-29T20:24:26.760000,S,0.347,4.132532467338024e-06,-1,-1.0
AV.DEER..BH,2021-07-29T20:26:04.580000,S,0.326,1.1568419040486333e-06,33,0.00011857504896748631
AV.DEER..BH,2021-07-29T20:31:30.640000,S,0.415,9.519058949081227e-06,34,0.00011857504896748631
AV.DEER..BH,2021-07-29T21:00:49.930000,S,0.497,5.054161374573596e-05,37,0.00011857504896748631
AV.DEER..BH,2021-07-29T21:18:49.150000,S,0.305,1.3096356497044326e-06,-1,-1.0
AV.DEER..BH,2021-07-29T21:18:49.370000,S,0.417,2.2678259483654983e-06,40,0.00011857504896748631
AV.DEER..BH,2021-07-29T21:19:35.760000,S,0.383,1.6957862953859149e-06,-1,-1.0
AV.DEER..BH,2021-07-29T21:19:36.000000,S,0.302,2.065244643745245e-06,-1,-1.0
AV.DEER..BH,2021-07-29T22:56:59.900000,S,0.53,2.0334850887593348e-06,-1,-1.0
