station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp
AV.DEER..BH,2021-09-19T17:00:00.000,34091,2021-09-19T17:11:21.820,0.342,S,2021-09-19T17-00-00.mseed,2.5603278572816635e-06,2.5603278572816635e-06
AV.DTN..BH,2021-09-19T17:00:00.000,1,2021-09-19T17:00:00.020,0.349,P,2021-09-19T17-00-00.mseed,3.5773091440205462e-06,3.5773091440205462e-06
AV.HAG..SH,2021-09-19T17:00:00.000,33845,2021-09-19T17:11:16.900,0.971,P,2021-09-19T17-00-00.mseed,8.211220574594336e-07,8.211220574594336e-07
AV.HAG..SH,2021-09-19T17:00:00.000,136358,2021-09-19T17:45:27.160,0.922,P,2021-09-19T17-00-00.mseed,6.61734304685524e-07,6.61734304685524e-07
AV.HAG..SH,2021-09-19T17:00:00.000,34764,2021-09-19T17:11:35.280,0.796,S,2021-09-19T17-00-00.mseed,1.0794957461257582e-06,1.0794957461257582e-06
AV.HAG..SH,2021-09-19T17:00:00.000,136517,2021-09-19T17:45:30.340,0.833,S,2021-09-19T17-00-00.mseed,6.61734304685524e-07,6.61734304685524e-07
AV.PN7A..BH,2021-09-19T17:00:00.000,55246,2021-09-19T17:18:24.920,0.527,P,2021-09-19T17-00-00.mseed,4.724278369394597e-06,4.724278369394597e-06
AV.PN7A..BH,2021-09-19T17:00:00.000,136335,2021-09-19T17:45:26.700,0.928,P,2021-09-19T17-00-00.mseed,6.305130682449089e-06,6.305130682449089e-06
AV.PN7A..BH,2021-09-19T17:00:00.000,55338,2021-09-19T17:18:26.760,0.454,S,2021-09-19T17-00-00.mseed,4.005582468380453e-06,4.005582468380453e-06
AV.PN7A..BH,2021-09-19T17:00:00.000,136475,2021-09-19T17:45:29.500,0.931,S,2021-09-19T17-00-00.mseed,6.305130682449089e-06,6.305130682449089e-06
AV.PS4A..BH,2021-09-19T17:00:00.000,136323,2021-09-19T17:45:26.460,0.675,P,2021-09-19T17-00-00.mseed,3.4076899737556232e-06,3.4076899737556232e-06
AV.PS4A..BH,2021-09-19T17:00:00.000,136474,2021-09-19T17:45:29.480,0.321,S,2021-09-19T17-00-00.mseed,3.4076899737556232e-06,3.4076899737556232e-06
AV.PV6A..SH,2021-09-19T17:00:00.000,55099,2021-09-19T17:18:21.980,0.771,P,2021-09-19T17-00-00.mseed,5.759834493801463e-07,5.759834493801463e-07
AV.PV6A..SH,2021-09-19T17:00:00.000,131401,2021-09-19T17:43:48.020,0.306,P,2021-09-19T17-00-00.mseed,2.666480725110887e-07,2.666480725110887e-07
AV.PV6A..SH,2021-09-19T17:00:00.000,136305,2021-09-19T17:45:26.100,0.971,P,2021-09-19T17-00-00.mseed,1.9145686565025244e-06,1.9145686565025244e-06
AV.PV6A..SH,2021-09-19T17:00:00.000,162231,2021-09-19T17:54:04.620,0.937,P,2021-09-19T17-00-00.mseed,4.362435106486373e-07,4.362435106486373e-07
AV.PV6A..SH,2021-09-19T17:00:00.000,55225,2021-09-19T17:18:24.500,0.942,S,2021-09-19T17-00-00.mseed,5.759834493801463e-07,5.759834493801463e-07
AV.PV6A..SH,2021-09-19T17:00:00.000,136438,2021-09-19T17:45:28.760,0.968,S,2021-09-19T17-00-00.mseed,1.9145686565025244e-06,1.9145686565025244e-06
AV.PV6A..SH,2021-09-19T17:00:00.000,162365,2021-09-19T17:54:07.300,0.897,S,2021-09-19T17-00-00.mseed,4.362435106486373e-07,4.362435106486373e-07
AV.PVV..SH,2021-09-19T17:00:00.000,55175,2021-09-19T17:18:23.500,0.527,P,2021-09-19T17-00-00.mseed,3.234060272916395e-07,3.234060272916395e-07
AV.PVV..SH,2021-09-19T17:00:00.000,136367,2021-09-19T17:45:27.340,0.524,P,2021-09-19T17-00-00.mseed,9.13148198833369e-07,9.13148198833369e-07
AV.PVV..SH,2021-09-19T17:00:00.000,138988,2021-09-19T17:46:19.760,0.361,P,2021-09-19T17-00-00.mseed,2.0276289092180377e-07,2.0276289092180377e-07
AV.PVV..SH,2021-09-19T17:00:00.000,136413,2021-09-19T17:45:28.260,0.868,S,2021-09-19T17-00-00.mseed,7.43931252600305e-07,7.43931252600305e-07
AV.PVV..SH,2021-09-19T17:00:00.000,162343,2021-09-19T17:54:06.860,0.674,S,2021-09-19T17-00-00.mseed,1.9987628263606894e-07,1.9987628263606894e-07
