id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma
AV.DEER..BH,2021-09-19T17:11:21.820000,S,0.342,2.5603278572816635e-06,-1,-1.0
AV.DTN..BH,2021-09-19T17:00:00.020000,P,0.349,3.5773091440205462e-06,-1,-1.0
AV.HAG..SH,2021-09-19T17:11:16.900000,P,0.971,8.211220574594336e-07,-1,-1.0
AV.HAG..SH,2021-09-19T17:45:27.160000,P,0.922,6.61734304685524e-07,2,0.0074981697962159324
AV.HAG..SH,2021-09-19T17:11:35.280000,S,0.796,1.0794957461257582e-06,-1,-1.0
AV.HAG..SH,2021-09-19T17:45:30.340000,S,0.833,6.61734304685524e-07,2,0.001939288227576998
AV.PN7A..BH,2021-09-19T17:18:24.920000,P,0.527,4.724278369394597e-06,1,0.0074981697962159324
AV.PN7A..BH,2021-09-19T17:45:26.700000,P,0.928,6.305130682449089e-06,2,0.019345617418832964
AV.PN7A..BH,2021-09-19T17:18:26.760000,S,0.454,4.005582468380453e-06,1,0.001939288227576998
AV.PN7A..BH,2021-09-19T17:45:29.500000,S,0.931,6.305130682449089e-06,2,0.12319538982024704
AV.PS4A..BH,2021-09-19T17:45:26.460000,P,0.675,3.4076899737556232e-06,2,0.004861074200810977
AV.PS4A..BH,2021-09-19T17:45:29.480000,S,0.321,3.4076899737556232e-06,2,0.10830340408819426
AV.PV6A..SH,2021-09-19T17:18:21.980000,P,0.771,5.759834493801463e-07,1,0.019345617418832964
AV.PV6A..SH,2021-09-19T17:43:48.020000,P,0.306,2.666480725110887e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T17:45:26.100000,P,0.971,1.9145686565025244e-06,2,0.004784288491650926
AV.PV6A..SH,2021-09-19T17:54:04.620000,P,0.937,4.362435106486373e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T17:18:24.500000,S,0.942,5.759834493801463e-07,1,0.12319538982024704
AV.PV6A..SH,2021-09-19T17:45:28.760000,S,0.968,1.9145686565025244e-06,2,0.08952497762983218
AV.PV6A..SH,2021-09-19T17:54:07.300000,S,0.897,4.362435106486373e-07,-1,-1.0
AV.PVV..SH,2021-09-19T17:18:23.500000,P,0.527,3.234060272916395e-07,1,0.004861074200810977
AV.PVV..SH,2021-09-19T17:45:27.340000,P,0.524,9.13148198833369e-07,-1,-1.0
AV.PVV..SH,2021-09-19T17:46:19.760000,P,0.361,2.0276289092180377e-07,-1,-1.0
AV.PVV..SH,2021-09-19T17:45:28.260000,S,0.868,7.43931252600305e-07,2,0.0129716379512505
AV.PVV..SH,2021-09-19T17:54:06.860000,S,0.674,1.9987628263606894e-07,-1,-1.0
