station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp
AV.DOL..BH,2021-09-19T16:00:00.000,33716,2021-09-19T16:11:14.320,0.75,P,2021-09-19T16-00-00.mseed,3.290044332970865e-06,3.290044332970865e-06
AV.DOL..BH,2021-09-19T16:00:00.000,34642,2021-09-19T16:11:32.840,0.367,S,2021-09-19T16-00-00.mseed,3.2719794944569003e-06,3.2719794944569003e-06
AV.DT1..BH,2021-09-19T16:00:00.000,34896,2021-09-19T16:11:37.920,0.362,S,2021-09-19T16-00-00.mseed,2.6513996544963447e-06,2.6513996544963447e-06
AV.DTN..BH,2021-09-19T16:00:00.000,1,2021-09-19T16:00:00.020,0.31,P,2021-09-19T16-00-00.mseed,3.346821586092119e-06,3.346821586092119e-06
AV.HAG..SH,2021-09-19T16:00:00.000,33839,2021-09-19T16:11:16.780,0.658,P,2021-09-19T16-00-00.mseed,1.0061731927635265e-06,1.0061731927635265e-06
AV.HAG..SH,2021-09-19T16:00:00.000,74748,2021-09-19T16:24:54.960,0.913,P,2021-09-19T16-00-00.mseed,1.793554815776588e-06,1.793554815776588e-06
AV.HAG..SH,2021-09-19T16:00:00.000,90990,2021-09-19T16:30:19.800,0.374,P,2021-09-19T16-00-00.mseed,9.662979891800205e-07,9.662979891800205e-07
AV.HAG..SH,2021-09-19T16:00:00.000,113583,2021-09-19T16:37:51.660,0.363,P,2021-09-19T16-00-00.mseed,9.333788284493494e-07,9.333788284493494e-07
AV.HAG..SH,2021-09-19T16:00:00.000,126494,2021-09-19T16:42:09.880,0.31,P,2021-09-19T16-00-00.mseed,1.3007884263060987e-06,1.3007884263060987e-06
AV.HAG..SH,2021-09-19T16:00:00.000,19648,2021-09-19T16:06:32.960,0.519,S,2021-09-19T16-00-00.mseed,6.464251782745123e-07,6.464251782745123e-07
AV.HAG..SH,2021-09-19T16:00:00.000,34866,2021-09-19T16:11:37.320,0.301,S,2021-09-19T16-00-00.mseed,1.774188490344386e-06,1.774188490344386e-06
AV.HAG..SH,2021-09-19T16:00:00.000,175840,2021-09-19T16:58:36.800,0.36,S,2021-09-19T16-00-00.mseed,2.406046917258209e-07,2.406046917258209e-07
AV.PS4A..BH,2021-09-19T16:00:00.000,48487,2021-09-19T16:16:09.740,0.564,P,2021-09-19T16-00-00.mseed,3.0165952011884656e-06,3.0165952011884656e-06
AV.PS4A..BH,2021-09-19T16:00:00.000,127993,2021-09-19T16:42:39.860,0.32,P,2021-09-19T16-00-00.mseed,1.0507435945328325e-05,1.0507435945328325e-05
AV.PS4A..BH,2021-09-19T16:00:00.000,48634,2021-09-19T16:16:12.680,0.413,S,2021-09-19T16-00-00.mseed,3.0165952011884656e-06,3.0165952011884656e-06
AV.PV6A..SH,2021-09-19T16:00:00.000,6443,2021-09-19T16:02:08.860,0.641,P,2021-09-19T16-00-00.mseed,4.726266240595578e-07,4.726266240595578e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,10864,2021-09-19T16:03:37.280,0.382,P,2021-09-19T16-00-00.mseed,3.626714430993161e-07,3.626714430993161e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,19464,2021-09-19T16:06:29.280,0.462,P,2021-09-19T16-00-00.mseed,4.1702796238496376e-07,4.1702796238496376e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,33962,2021-09-19T16:11:19.240,0.908,P,2021-09-19T16-00-00.mseed,4.3409573891040054e-07,4.3409573891040054e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,48628,2021-09-19T16:16:12.560,0.581,P,2021-09-19T16-00-00.mseed,3.367359511230461e-07,3.367359511230461e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,58998,2021-09-19T16:19:39.960,0.324,P,2021-09-19T16-00-00.mseed,2.714839979489625e-07,2.714839979489625e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,59032,2021-09-19T16:19:40.640,0.458,P,2021-09-19T16-00-00.mseed,3.326168496187165e-07,3.326168496187165e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,73376,2021-09-19T16:24:27.520,0.427,P,2021-09-19T16-00-00.mseed,6.377620707098686e-07,6.377620707098686e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,113614,2021-09-19T16:37:52.280,0.352,P,2021-09-19T16-00-00.mseed,2.3046161459205905e-06,2.3046161459205905e-06
AV.PV6A..SH,2021-09-19T16:00:00.000,6762,2021-09-19T16:02:15.240,0.348,S,2021-09-19T16-00-00.mseed,4.726266240595578e-07,4.726266240595578e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,19725,2021-09-19T16:06:34.500,0.49,S,2021-09-19T16-00-00.mseed,4.1702796238496376e-07,4.1702796238496376e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,35104,2021-09-19T16:11:42.080,0.743,S,2021-09-19T16-00-00.mseed,5.217029297455156e-07,5.217029297455156e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,73934,2021-09-19T16:24:38.680,0.53,S,2021-09-19T16-00-00.mseed,6.539210062328493e-07,6.539210062328493e-07
AV.PV6A..SH,2021-09-19T16:00:00.000,157078,2021-09-19T16:52:21.560,0.342,S,2021-09-19T16-00-00.mseed,1.4035719004823477e-06,1.4035719004823477e-06
AV.PV6A..SH,2021-09-19T16:00:00.000,177680,2021-09-19T16:59:13.600,0.374,S,2021-09-19T16-00-00.mseed,4.1768745973058685e-07,4.1768745973058685e-07
AV.PVV..SH,2021-09-19T16:00:00.000,6351,2021-09-19T16:02:07.020,0.559,P,2021-09-19T16-00-00.mseed,2.9805624990331125e-07,2.9805624990331125e-07
AV.PVV..SH,2021-09-19T16:00:00.000,21311,2021-09-19T16:07:06.220,0.336,P,2021-09-19T16-00-00.mseed,3.2500778957000875e-07,3.2500778957000875e-07
AV.PVV..SH,2021-09-19T16:00:00.000,33805,2021-09-19T16:11:16.100,0.896,P,2021-09-19T16-00-00.mseed,4.080803819306311e-07,4.080803819306311e-07
AV.PVV..SH,2021-09-19T16:00:00.000,58967,2021-09-19T16:19:39.340,0.335,P,2021-09-19T16-00-00.mseed,3.2438043717775145e-07,3.2438043717775145e-07
AV.PVV..SH,2021-09-19T16:00:00.000,60072,2021-09-19T16:20:01.440,0.307,P,2021-09-19T16-00-00.mseed,2.4625751393614337e-07,2.4625751393614337e-07
AV.PVV..SH,2021-09-19T16:00:00.000,65940,2021-09-19T16:21:58.800,0.652,P,2021-09-19T16-00-00.mseed,2.476109273175098e-07,2.476109273175098e-07
AV.PVV..SH,2021-09-19T16:00:00.000,73280,2021-09-19T16:24:25.600,0.416,P,2021-09-19T16-00-00.mseed,6.06505182076944e-07,6.06505182076944e-07
AV.PVV..SH,2021-09-19T16:00:00.000,142544,2021-09-19T16:47:30.880,0.537,P,2021-09-19T16-00-00.mseed,2.77161717576746e-07,2.77161717576746e-07
AV.PVV..SH,2021-09-19T16:00:00.000,165220,2021-09-19T16:55:04.400,0.619,P,2021-09-19T16-00-00.mseed,4.385716465549194e-07,4.385716465549194e-07
AV.PVV..SH,2021-09-19T16:00:00.000,172143,2021-09-19T16:57:22.860,0.429,P,2021-09-19T16-00-00.mseed,5.337182642506377e-07,5.337182642506377e-07
AV.PVV..SH,2021-09-19T16:00:00.000,6464,2021-09-19T16:02:09.280,0.754,S,2021-09-19T16-00-00.mseed,2.9805624990331125e-07,2.9805624990331125e-07
AV.PVV..SH,2021-09-19T16:00:00.000,10784,2021-09-19T16:03:35.680,0.462,S,2021-09-19T16-00-00.mseed,3.4186507491540397e-07,3.4186507491540397e-07
AV.PVV..SH,2021-09-19T16:00:00.000,19432,2021-09-19T16:06:28.640,0.773,S,2021-09-19T16-00-00.mseed,3.123483907074842e-07,3.123483907074842e-07
AV.PVV..SH,2021-09-19T16:00:00.000,21421,2021-09-19T16:07:08.420,0.833,S,2021-09-19T16-00-00.mseed,3.2500778957000875e-07,3.2500778957000875e-07
AV.PVV..SH,2021-09-19T16:00:00.000,24591,2021-09-19T16:08:11.820,0.738,S,2021-09-19T16-00-00.mseed,3.932995582545118e-07,3.932995582545118e-07
AV.PVV..SH,2021-09-19T16:00:00.000,34796,2021-09-19T16:11:35.920,0.692,S,2021-09-19T16-00-00.mseed,3.646246966582112e-07,3.646246966582112e-07
AV.PVV..SH,2021-09-19T16:00:00.000,48598,2021-09-19T16:16:11.960,0.81,S,2021-09-19T16-00-00.mseed,3.128731975721166e-07,3.128731975721166e-07
AV.PVV..SH,2021-09-19T16:00:00.000,51402,2021-09-19T16:17:08.040,0.35,S,2021-09-19T16-00-00.mseed,2.188686210047308e-07,2.188686210047308e-07
AV.PVV..SH,2021-09-19T16:00:00.000,53634,2021-09-19T16:17:52.680,0.633,S,2021-09-19T16-00-00.mseed,2.975612289901619e-07,2.975612289901619e-07
