id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma
AV.DOL..BH,2021-09-19T16:11:14.320000,P,0.75,3.290044332970865e-06,3,0.012292424600013141
AV.DOL..BH,2021-09-19T16:11:32.840000,S,0.367,3.2719794944569003e-06,4,0.012292424600013141
AV.DT1..BH,2021-09-19T16:11:37.920000,S,0.362,2.6513996544963447e-06,4,0.007994250633238345
AV.DTN..BH,2021-09-19T16:00:00.020000,P,0.31,3.346821586092119e-06,-1,-1.0
AV.HAG..SH,2021-09-19T16:11:16.780000,P,0.658,1.0061731927635265e-06,3,0.007994250633238345
AV.HAG..SH,2021-09-19T16:24:54.960000,P,0.913,1.793554815776588e-06,-1,-1.0
AV.HAG..SH,2021-09-19T16:30:19.800000,P,0.374,9.662979891800203e-07,-1,-1.0
AV.HAG..SH,2021-09-19T16:37:51.660000,P,0.363,9.333788284493494e-07,-1,-1.0
AV.HAG..SH,2021-09-19T16:42:09.880000,P,0.31,1.3007884263060987e-06,-1,-1.0
AV.HAG..SH,2021-09-19T16:06:32.960000,S,0.519,6.464251782745123e-07,2,0.012292424600013141
AV.HAG..SH,2021-09-19T16:11:37.320000,S,0.301,1.774188490344386e-06,4,0.005280363721849783
AV.HAG..SH,2021-09-19T16:58:36.800000,S,0.36,2.406046917258209e-07,-1,-1.0
AV.PS4A..BH,2021-09-19T16:16:09.740000,P,0.564,3.0165952011884656e-06,5,0.012292424600013141
AV.PS4A..BH,2021-09-19T16:42:39.860000,P,0.32,1.0507435945328323e-05,-1,-1.0
AV.PS4A..BH,2021-09-19T16:16:12.680000,S,0.413,3.0165952011884656e-06,5,0.007994250633238345
AV.PV6A..SH,2021-09-19T16:02:08.860000,P,0.641,4.726266240595578e-07,1,0.012292424600013141
AV.PV6A..SH,2021-09-19T16:03:37.280000,P,0.382,3.626714430993161e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T16:06:29.280000,P,0.462,4.170279623849638e-07,2,0.007994250633238345
AV.PV6A..SH,2021-09-19T16:11:19.240000,P,0.908,4.3409573891040054e-07,3,0.005280363721849783
AV.PV6A..SH,2021-09-19T16:16:12.560000,P,0.581,3.367359511230461e-07,5,0.005280363721849783
AV.PV6A..SH,2021-09-19T16:19:39.960000,P,0.324,2.714839979489625e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T16:19:40.640000,P,0.458,3.326168496187165e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T16:24:27.520000,P,0.427,6.377620707098686e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T16:37:52.280000,P,0.352,2.3046161459205905e-06,-1,-1.0
AV.PV6A..SH,2021-09-19T16:02:15.240000,S,0.348,4.726266240595578e-07,1,0.007994250633238345
AV.PV6A..SH,2021-09-19T16:06:34.500000,S,0.49,4.170279623849638e-07,2,0.005280363721849783
AV.PV6A..SH,2021-09-19T16:11:42.080000,S,0.743,5.217029297455156e-07,4,0.0007480340459540144
AV.PV6A..SH,2021-09-19T16:24:38.680000,S,0.53,6.539210062328493e-07,-1,-1.0
AV.PV6A..SH,2021-09-19T16:52:21.560000,S,0.342,1.4035719004823477e-06,-1,-1.0
AV.PV6A..SH,2021-09-19T16:59:13.600000,S,0.374,4.176874597305869e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:02:07.020000,P,0.559,2.9805624990331125e-07,1,0.005280363721849783
AV.PVV..SH,2021-09-19T16:07:06.220000,P,0.336,3.250077895700088e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:11:16.100000,P,0.896,4.080803819306311e-07,3,0.0007480340459540144
AV.PVV..SH,2021-09-19T16:19:39.340000,P,0.335,3.2438043717775145e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:20:01.440000,P,0.307,2.4625751393614337e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:21:58.800000,P,0.652,2.476109273175098e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:24:25.600000,P,0.416,6.06505182076944e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:47:30.880000,P,0.537,2.77161717576746e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:55:04.400000,P,0.619,4.385716465549194e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:57:22.860000,P,0.429,5.337182642506377e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:02:09.280000,S,0.754,2.9805624990331125e-07,1,0.0007480340459540144
AV.PVV..SH,2021-09-19T16:03:35.680000,S,0.462,3.41865074915404e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:06:28.640000,S,0.773,3.123483907074842e-07,2,0.0007480340459540144
AV.PVV..SH,2021-09-19T16:07:08.420000,S,0.833,3.250077895700088e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:08:11.820000,S,0.738,3.932995582545118e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:11:35.920000,S,0.692,3.646246966582112e-07,4,0.01273789004606922
AV.PVV..SH,2021-09-19T16:16:11.960000,S,0.81,3.128731975721166e-07,5,0.0007480340459540144
AV.PVV..SH,2021-09-19T16:17:08.040000,S,0.35,2.188686210047308e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:17:52.680000,S,0.633,2.975612289901619e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:19:39.320000,S,0.4,3.2438043717775145e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:20:54.140000,S,0.474,2.3107530466859322e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:22:27.200000,S,0.302,3.200832736638404e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:23:42.680000,S,0.55,1.7924332951224645e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:24:46.200000,S,0.441,6.85737745698134e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:53:37.080000,S,0.452,4.492707148529007e-07,-1,-1.0
AV.PVV..SH,2021-09-19T16:59:06.880000,S,0.428,4.984046881872928e-07,-1,-1.0
