time,magnitude,longitude,latitude,depth(m),sigma_time,sigma_amp,cov_time_amp,gamma_score,event_index
2021-09-19T16:02:02.022,0.354,-161.553,55.193,7811.534,0.491,0.292,-0.025,4.000,1
2021-09-19T16:06:22.893,0.394,-161.403,55.375,732.261,0.795,0.208,0.105,4.000,2
2021-09-19T16:11:04.238,1.347,-161.008,54.912,6497.754,0.201,0.292,0.004,4.000,3
2021-09-19T16:11:17.613,1.439,-161.317,54.904,27574.632,0.551,0.333,0.060,5.000,4
2021-09-19T16:16:05.938,0.584,-161.522,55.263,236.965,0.059,0.440,0.004,4.000,5
