station_id,begin_time,phase_index,phase_time,phase_score,phase_type,file_name,phase_amplitude,phase_amp
AV.DEER..BH,2021-09-25T00:00:00.000,133177,2021-09-25T00:44:23.540,0.626,S,2021-09-25T00-00-00.mseed,4.679054086409451e-07,4.679054086409451e-07
AV.DOL..BH,2021-09-25T00:00:00.000,215673,2021-09-25T01:11:53.460,0.697,S,2021-09-25T00-00-00.mseed,6.99200029430358e-07,6.99200029430358e-07
AV.DTN..BH,2021-09-25T00:00:00.000,496958,2021-09-25T02:45:39.160,0.657,P,2021-09-25T00-00-00.mseed,7.603900371577765e-07,7.603900371577765e-07
AV.HAG..SH,2021-09-25T00:00:00.000,426330,2021-09-25T02:22:06.600,0.796,P,2021-09-25T00-00-00.mseed,1.1852475836349186e-06,1.1852475836349186e-06
AV.PN7A..BH,2021-09-25T00:00:00.000,408814,2021-09-25T02:16:16.280,0.809,P,2021-09-25T00-00-00.mseed,2.0207617126288824e-06,2.0207617126288824e-06
AV.PS1A..BH,2021-09-25T00:00:00.000,298991,2021-09-25T01:39:39.820,0.747,P,2021-09-25T00-00-00.mseed,1.2517081131591112e-06,1.2517081131591112e-06
AV.PS1A..BH,2021-09-25T00:00:00.000,368267,2021-09-25T02:02:45.340,0.767,P,2021-09-25T00-00-00.mseed,1.7067434328055242e-06,1.7067434328055242e-06
AV.PS1A..BH,2021-09-25T00:00:00.000,408832,2021-09-25T02:16:16.640,0.651,P,2021-09-25T00-00-00.mseed,1.9780445654760115e-06,1.9780445654760115e-06
AV.PS1A..BH,2021-09-25T00:00:00.000,1368,2021-09-25T00:00:27.360,0.593,S,2021-09-25T00-00-00.mseed,1.404609861310746e-06,1.404609861310746e-06
AV.PS1A..BH,2021-09-25T00:00:00.000,299401,2021-09-25T01:39:48.020,0.674,S,2021-09-25T00-00-00.mseed,1.497257699156762e-06,1.497257699156762e-06
AV.PS4A..BH,2021-09-25T00:00:00.000,298971,2021-09-25T01:39:39.420,0.82,P,2021-09-25T00-00-00.mseed,2.4089233647828223e-06,2.4089233647828223e-06
AV.PS4A..BH,2021-09-25T00:00:00.000,381499,2021-09-25T02:07:09.980,0.803,P,2021-09-25T00-00-00.mseed,1.372288124912302e-06,1.372288124912302e-06
AV.PS4A..BH,2021-09-25T00:00:00.000,410859,2021-09-25T02:16:57.180,0.759,P,2021-09-25T00-00-00.mseed,1.780244019755628e-06,1.780244019755628e-06
AV.PS4A..BH,2021-09-25T00:00:00.000,425446,2021-09-25T02:21:48.920,0.781,P,2021-09-25T00-00-00.mseed,1.6109879652503878e-06,1.6109879652503878e-06
AV.PS4A..BH,2021-09-25T00:00:00.000,280544,2021-09-25T01:33:30.880,0.618,S,2021-09-25T00-00-00.mseed,1.2365115935608628e-06,1.2365115935608628e-06
AV.PS4A..BH,2021-09-25T00:00:00.000,381779,2021-09-25T02:07:15.580,0.576,S,2021-09-25T00-00-00.mseed,1.554443770146463e-06,1.554443770146463e-06
AV.PVV..SH,2021-09-25T00:00:00.000,402008,2021-09-25T02:14:00.160,0.712,S,2021-09-25T00-00-00.mseed,3.622931501467974e-07,3.622931501467974e-07
