id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma,event_id,event_id_mapped
AV.PS1A..BH,2021-07-13T01:14:36.800000,S,0.352,1.1534389159351122e-06,4,0.0017608556865397,20210713T000000_4,4670
AV.PS1A..BH,2021-07-13T06:03:59.200000,S,0.81,1.36782284698711e-06,13,0.0022743469458754,20210713T000000_13,4679
AV.PS1A..BH,2021-07-13T07:49:19.360000,S,0.887,1.7971451597986743e-05,19,0.0026071874368714,20210713T000000_19,4686
AV.PS4A..BH,2021-07-13T00:39:23.040000,P,0.343,1.2726080740321777e-06,1,0.0056300913752814,20210713T000000_1,4667
AV.PS4A..BH,2021-07-13T06:03:43.740000,P,0.454,8.378129905395326e-07,14,0.0003429184823341,20210713T000000_14,4680
AV.PS4A..BH,2021-07-13T07:11:20.560000,P,0.49,1.4107881725067273e-06,17,0.0026593700592985,20210713T000000_17,4683
AV.PS4A..BH,2021-07-13T07:48:58.920000,P,0.892,8.338181942235678e-06,20,0.0012100355858188,20210713T000000_20,4685
AV.PS4A..BH,2021-07-13T04:09:18.780000,S,0.41,4.522805738815805e-06,7,0.0056300913752814,20210713T000000_7,4673
AV.PS4A..BH,2021-07-13T04:30:13.800000,S,0.348,7.798159344929445e-07,9,0.0017608556865397,20210713T000000_9,4675
AV.PS4A..BH,2021-07-13T06:03:57.300000,S,0.69,1.6536115481358138e-06,13,0.0026593700592985,20210713T000000_13,4679
AV.PS4A..BH,2021-07-13T07:20:58.940000,S,0.476,4.087968591193203e-06,18,0.0022743469458754,20210713T000000_18,4684
AV.PS4A..BH,2021-07-13T07:49:17.360000,S,0.436,7.557828666904243e-06,19,0.0012100355858188,20210713T000000_19,4686
AV.PV6A..SH,2021-07-13T02:12:53.120000,P,0.765,8.648287916912523e-07,5,0.0003429184823341,20210713T000000_5,4671
AV.PV6A..SH,2021-07-13T02:33:51.720000,P,0.312,7.593713036158078e-08,6,0.0026071874368714,20210713T000000_6,4672
AV.PV6A..SH,2021-07-13T04:09:18.600000,P,0.442,9.574021078151418e-07,7,0.0005706744858432,20210713T000000_7,4673
AV.PV6A..SH,2021-07-13T04:30:13.280000,P,0.519,4.640171482606093e-07,9,0.0022743469458754,20210713T000000_9,4675
AV.PV6A..SH,2021-07-13T06:03:47.000000,P,0.953,1.692649931328561e-07,14,0.0015125915002718,20210713T000000_14,4680
AV.PV6A..SH,2021-07-13T07:48:59.800000,P,0.942,2.275791530337301e-06,20,0.0003429184823341,20210713T000000_20,4685
AV.PV6A..SH,2021-07-13T01:14:40.240000,S,0.481,1.4460918862369e-07,4,0.0022743469458754,20210713T000000_4,4670
AV.PV6A..SH,2021-07-13T06:04:03.120000,S,0.593,2.637265765770281e-07,15,0.0022743469458754,20210713T000000_15,4681
AV.PV6A..SH,2021-07-13T07:49:18.480000,S,0.64,7.557682238257257e-06,19,0.0003429184823341,20210713T000000_19,4686
AV.PVV..SH,2021-07-13T02:12:53.400000,P,0.36,6.477157512563281e-07,5,0.0015125915002718,20210713T000000_5,4671
AV.PVV..SH,2021-07-13T04:09:16.880000,P,0.919,7.326480613301101e-07,7,0.0026071874368714,20210713T000000_7,4673
AV.PVV..SH,2021-07-13T04:30:12.140000,P,0.649,3.830134858162637e-07,9,0.0026593700592985,20210713T000000_9,4675
AV.PVV..SH,2021-07-13T06:03:43.740000,P,0.775,5.073170541436411e-07,14,0.0003551655846559,20210713T000000_14,4680
AV.PVV..SH,2021-07-13T06:03:57.560000,P,0.432,4.697430711075868e-07,15,0.0026593700592985,20210713T000000_15,4681
AV.PVV..SH,2021-07-13T07:20:56.940000,P,0.786,6.422802698580199e-07,18,0.0026593700592985,20210713T000000_18,4684
AV.PVV..SH,2021-07-13T07:48:59.500000,P,0.923,2.4654575554450275e-06,20,0.0015125915002718,20210713T000000_20,4685
AV.PVV..SH,2021-07-13T01:14:35.680000,S,0.317,2.297945655982403e-07,4,0.0026593700592985,20210713T000000_4,4670
AV.PVV..SH,2021-07-13T06:03:57.720000,S,0.421,4.697430711075868e-07,13,0.0056300913752814,20210713T000000_13,4679
AV.PVV..SH,2021-07-13T07:49:19.200000,S,0.753,5.761180091212736e-06,19,0.0015125915002718,20210713T000000_19,4686
AV.S12K..BH,2021-07-13T01:14:14.040000,P,0.476,5.469157144943892e-07,3,0.0005706744858432,20210713T000000_3,4669
AV.S12K..BH,2021-07-13T02:33:50.880000,P,0.549,1.7731044863467105e-06,6,0.0012100355858188,20210713T000000_6,4672
AV.S12K..BH,2021-07-13T04:24:00.420000,P,0.936,2.255120762129081e-06,8,0.0012100355858188,20210713T000000_8,4674
AV.S12K..BH,2021-07-13T04:48:01.820000,P,0.826,4.41392302263921e-07,10,0.0005706744858432,20210713T000000_10,4676
AV.S12K..BH,2021-07-13T04:52:47.900000,P,0.709,5.608153514913283e-07,11,0.0015125915002718,20210713T000000_11,4677
AV.S12K..BH,2021-07-13T06:03:49.900000,P,0.643,4.817635499421158e-07,14,0.0005178577441318,20210713T000000_14,4680
AV.S12K..BH,2021-07-13T07:49:00.580000,P,0.974,4.068997895956272e-06,20,0.0003551655846559,20210713T000000_20,4685
AV.S12K..BH,2021-07-13T01:14:44.180000,S,0.757,7.34662648937956e-07,4,0.0056300913752814,20210713T000000_4,4670
AV.S12K..BH,2021-07-13T04:24:05.260000,S,0.881,2.255120762129081e-06,8,0.0003429184823341,20210713T000000_8,4674
AV.S12K..BH,2021-07-13T04:48:17.980000,S,0.868,8.280389351966733e-07,10,0.0026071874368714,20210713T000000_10,4676
AV.S12K..BH,2021-07-13T06:04:08.220000,S,0.44,1.0687629128369736e-06,15,0.0056300913752814,20210713T000000_15,4681
AV.DEER..BH,2021-07-13T08:00:00.020000,P,0.497,3.499145861951547e-07,1,0.0020537175183057,20210713T080000_1,4687
AV.DEER..BH,2021-07-13T13:04:27.820000,P,0.667,4.902390173811e-07,16,0.0020537175183057,20210713T080000_16,4702
AV.DEER..BH,2021-07-13T14:46:45.680000,P,0.937,8.709753274160903e-07,20,0.0020537175183057,20210713T080000_20,4706
AV.DEER..BH,2021-07-13T14:46:54.380000,S,0.892,8.709753274160903e-07,20,0.0003867184464027,20210713T080000_20,4706
AV.DOL..BH,2021-07-13T12:09:10.940000,P,0.759,4.9354974862581e-07,11,0.0020537175183057,20210713T080000_11,4697
AV.DOL..BH,2021-07-13T13:04:29.740000,P,0.876,6.046443559171166e-07,16,0.0003867184464027,20210713T080000_16,4702
AV.DOL..BH,2021-07-13T14:46:45.060000,P,0.869,7.351474664574198e-07,20,0.0019463234402181,20210713T080000_20,4706
AV.DOL..BH,2021-07-13T12:09:29.760000,S,0.599,7.553483101219172e-07,12,0.0020537175183057,20210713T080000_12,4698
AV.DOL..BH,2021-07-13T13:04:38.820000,S,0.879,6.046443559171166e-07,16,0.0019463234402181,20210713T080000_16,4702
AV.DOL..BH,2021-07-13T14:46:53.060000,S,0.716,7.351474664574198e-07,20,0.0012384719575258,20210713T080000_20,4706
AV.DT1..BH,2021-07-13T12:09:13.960000,P,0.933,4.438901726189215e-07,11,0.0003867184464027,20210713T080000_11,4697
AV.DT1..BH,2021-07-13T13:04:28.780000,P,0.823,3.992647350514744e-07,16,0.0012384719575258,20210713T080000_16,4702
AV.DT1..BH,2021-07-13T14:46:46.520000,P,0.887,9.408510095454404e-07,20,0.0004446805947207,20210713T080000_20,4706
AV.DT1..BH,2021-07-13T12:09:34.500000,S,0.661,3.354621185280849e-07,12,0.0003867184464027,20210713T080000_12,4698
AV.DT1..BH,2021-07-13T13:04:37.240000,S,0.914,3.512945170314197e-07,16,0.0004446805947207,20210713T080000_16,4702
AV.DT1..BH,2021-07-13T14:46:55.260000,S,0.918,9.408510095454404e-07,20,0.001280111566146,20210713T080000_20,4706
AV.DTN..BH,2021-07-13T08:00:00.020000,P,0.499,4.893788627668982e-07,1,0.0003867184464027,20210713T080000_1,4687
AV.DTN..BH,2021-07-13T12:09:14.320000,P,0.817,9.034237677951752e-07,11,0.0019463234402181,20210713T080000_11,4697
AV.DTN..BH,2021-07-13T13:04:29.400000,P,0.85,4.701831528564071e-07,16,0.001280111566146,20210713T080000_16,4702
AV.DTN..BH,2021-07-13T14:46:46.780000,P,0.948,5.522960577764024e-07,20,0.0025460135868397,20210713T080000_20,4706
AV.DTN..BH,2021-07-13T14:46:56.020000,S,0.839,5.522960577764024e-07,20,0.0003930027183465,20210713T080000_20,4706
AV.HAG..SH,2021-07-13T08:00:00.020000,P,0.325,1.672583209710865e-07,1,0.0019463234402181,20210713T080000_1,4687
AV.HAG..SH,2021-07-13T12:58:03.280000,P,0.468,3.385966920177453e-07,15,0.0020537175183057,20210713T080000_15,4701
AV.HAG..SH,2021-07-13T13:25:46.400000,P,0.412,3.529729895035416e-07,18,0.0020537175183057,20210713T080000_18,4704
AV.PN7A..BH,2021-07-13T10:12:11.500000,P,0.771,1.660727889429836e-06,2,0.0020537175183057,20210713T080000_2,4688
AV.PN7A..BH,2021-07-13T10:23:54.880000,P,0.605,1.777708348527085e-06,3,0.0020537175183057,20210713T080000_3,4689
AV.PN7A..BH,2021-07-13T10:29:38.840000,P,0.869,1.806137447601941e-06,4,0.0020537175183057,20210713T080000_4,4690
AV.PN7A..BH,2021-07-13T10:34:03.740000,P,0.6,1.976915882551112e-06,5,0.0020537175183057,20210713T080000_5,4691
AV.PN7A..BH,2021-07-13T10:40:38.360000,P,0.32,1.965099954759353e-06,6,0.0020537175183057,20210713T080000_6,4692
AV.PN7A..BH,2021-07-13T10:50:06.760000,P,0.44,1.4000281680637272e-06,7,0.0020537175183057,20210713T080000_7,4693
AV.PN7A..BH,2021-07-13T11:32:28.840000,P,0.366,1.0230345424133702e-06,10,0.0020537175183057,20210713T080000_10,4696
AV.PN7A..BH,2021-07-13T12:19:04.840000,P,0.39,2.213174411735963e-06,13,0.0020537175183057,20210713T080000_13,4699
AV.PN7A..BH,2021-07-13T12:58:03.000000,P,0.415,9.485971190770216e-07,15,0.0003867184464027,20210713T080000_15,4701
AV.PN7A..BH,2021-07-13T13:05:21.920000,P,0.467,1.7849292817118112e-06,17,0.0020537175183057,20210713T080000_17,4703
AV.PN7A..BH,2021-07-13T13:25:43.880000,P,0.428,1.87421437658486e-06,18,0.0003867184464027,20210713T080000_18,4704
AV.PN7A..BH,2021-07-13T14:32:12.620000,P,0.538,1.1015007430614787e-06,19,0.0020537175183057,20210713T080000_19,4705
AV.PN7A..BH,2021-07-13T15:25:38.720000,P,0.429,1.5685756125094483e-06,21,0.0020537175183057,20210713T080000_21,4707
AV.PN7A..BH,2021-07-13T14:32:16.120000,S,0.419,1.1015007430614787e-06,19,0.0003867184464027,20210713T080000_19,4705
AV.PN7A..BH,2021-07-13T15:25:40.520000,S,0.446,1.5685756125094483e-06,21,0.0003867184464027,20210713T080000_21,4707
AV.PS1A..BH,2021-07-13T08:00:00.020000,P,0.327,7.81159712914814e-07,1,0.0012384719575258,20210713T080000_1,4687
AV.PS1A..BH,2021-07-13T10:12:08.840000,P,0.414,1.939978801601683e-06,2,0.0003867184464027,20210713T080000_2,4688
AV.PS1A..BH,2021-07-13T10:23:55.840000,P,0.485,1.3326640555533231e-06,3,0.0003867184464027,20210713T080000_3,4689
AV.PS1A..BH,2021-07-13T10:34:00.800000,P,0.561,1.5147620615607591e-06,5,0.0003867184464027,20210713T080000_5,4691
AV.PS1A..BH,2021-07-13T10:50:07.680000,P,0.375,1.5056170923344323e-06,7,0.0003867184464027,20210713T080000_7,4693
AV.PS1A..BH,2021-07-13T10:53:05.800000,P,0.314,1.0802845054058707e-06,8,0.0020537175183057,20210713T080000_8,4694
AV.PS1A..BH,2021-07-13T11:00:05.520000,P,0.593,1.2732459708786337e-06,9,0.0020537175183057,20210713T080000_9,4695
AV.PS1A..BH,2021-07-13T12:09:12.360000,P,0.694,9.550402637614752e-07,11,0.0012384719575258,20210713T080000_11,4697
AV.PS1A..BH,2021-07-13T12:19:03.660000,P,0.309,1.0670656820366275e-06,13,0.0003867184464027,20210713T080000_13,4699
AV.PS1A..BH,2021-07-13T12:41:52.320000,P,0.397,1.0561232102190845e-06,14,0.0020537175183057,20210713T080000_14,4700
AV.PS1A..BH,2021-07-13T13:05:20.700000,P,0.869,2.122318392139277e-06,17,0.0003867184464027,20210713T080000_17,4703
AV.PS1A..BH,2021-07-13T14:46:47.940000,P,0.922,7.751881412332295e-07,20,0.0025754856273122,20210713T080000_20,4706
AV.PS1A..BH,2021-07-13T15:25:38.940000,P,0.898,1.0231966598439612e-06,21,0.0019463234402181,20210713T080000_21,4707
AV.PS1A..BH,2021-07-13T13:05:23.980000,S,0.342,2.122318392139277e-06,17,0.0019463234402181,20210713T080000_17,4703
AV.PS1A..BH,2021-07-13T15:25:42.860000,S,0.488,1.0231966598439612e-06,21,0.0012384719575258,20210713T080000_21,4707
AV.PS4A..BH,2021-07-13T10:23:54.080000,P,0.492,1.7993245364777977e-06,3,0.0019463234402181,20210713T080000_3,4689
AV.PS4A..BH,2021-07-13T10:29:37.560000,P,0.527,2.707671683310764e-06,4,0.0003867184464027,20210713T080000_4,4690
AV.PS4A..BH,2021-07-13T10:34:02.520000,P,0.365,2.032546944974456e-06,5,0.0019463234402181,20210713T080000_5,4691
AV.PS4A..BH,2021-07-13T10:40:38.540000,P,0.412,3.1926035717333434e-06,6,0.0003867184464027,20210713T080000_6,4692
AV.PS4A..BH,2021-07-13T10:50:07.840000,P,0.534,2.0971176581952022e-06,7,0.0019463234402181,20210713T080000_7,4693
AV.PS4A..BH,2021-07-13T10:53:07.440000,P,0.337,1.9241961126681417e-06,8,0.0003867184464027,20210713T080000_8,4694
AV.PS4A..BH,2021-07-13T11:00:05.920000,P,0.424,1.9554474874894368e-06,9,0.0003867184464027,20210713T080000_9,4695
AV.PS4A..BH,2021-07-13T11:32:30.480000,P,0.454,1.586737653269665e-06,10,0.0003867184464027,20210713T080000_10,4696
AV.PS4A..BH,2021-07-13T12:19:04.840000,P,0.362,5.053731797488581e-07,13,0.0019463234402181,20210713T080000_13,4699
AV.PS4A..BH,2021-07-13T12:41:53.100000,P,0.373,1.2292068731767358e-06,14,0.0003867184464027,20210713T080000_14,4700
AV.PS4A..BH,2021-07-13T12:58:03.140000,P,0.877,1.3127057627571048e-06,15,0.0019463234402181,20210713T080000_15,4701
AV.PS4A..BH,2021-07-13T13:05:22.220000,P,0.438,3.428027866902994e-06,17,0.0012384719575258,20210713T080000_17,4703
AV.PS4A..BH,2021-07-13T13:25:45.520000,P,0.457,2.8526526421046583e-06,18,0.0019463234402181,20210713T080000_18,4704
AV.PS4A..BH,2021-07-13T14:46:47.180000,P,0.473,9.715244004837589e-07,20,1.7392837845476204e-05,20210713T080000_20,4706
AV.PS4A..BH,2021-07-13T15:25:40.440000,S,0.669,2.282446530443849e-06,21,0.0004446805947207,20210713T080000_21,4707
AV.PV6A..SH,2021-07-13T08:00:00.020000,P,0.382,7.090806519727266e-08,1,0.0004446805947207,20210713T080000_1,4687
AV.PV6A..SH,2021-07-13T10:12:12.060000,P,0.652,6.156509471111349e-07,2,0.0019463234402181,20210713T080000_2,4688
AV.PV6A..SH,2021-07-13T10:23:55.280000,P,0.47,5.63321293611807e-07,3,0.0012384719575258,20210713T080000_3,4689
AV.PV6A..SH,2021-07-13T10:29:39.040000,P,0.371,6.208805416463292e-07,4,0.0019463234402181,20210713T080000_4,4690
AV.PV6A..SH,2021-07-13T10:34:05.000000,P,0.348,6.001207566441735e-07,5,0.0012384719575258,20210713T080000_5,4691
AV.PV6A..SH,2021-07-13T10:53:09.100000,P,0.625,5.348431955098931e-07,8,0.0019463234402181,20210713T080000_8,4694
AV.PV6A..SH,2021-07-13T11:00:08.940000,P,0.371,4.129366288907477e-07,9,0.0019463234402181,20210713T080000_9,4695
AV.PV6A..SH,2021-07-13T11:32:32.240000,P,0.619,3.637113366039557e-07,10,0.0019463234402181,20210713T080000_10,4696
AV.PV6A..SH,2021-07-13T12:41:55.440000,P,0.447,3.024440502485959e-07,14,0.0019463234402181,20210713T080000_14,4700
AV.PV6A..SH,2021-07-13T12:58:03.200000,P,0.761,2.7104692890134174e-07,15,0.0012384719575258,20210713T080000_15,4701
AV.PV6A..SH,2021-07-13T13:05:23.420000,P,0.647,9.373906095788698e-07,17,0.0004446805947207,20210713T080000_17,4703
AV.PV6A..SH,2021-07-13T14:32:14.780000,P,0.326,2.0270623224405426e-07,19,0.0019463234402181,20210713T080000_19,4705
AV.PV6A..SH,2021-07-13T15:25:41.440000,P,0.504,5.98935457674088e-07,21,0.001280111566146,20210713T080000_21,4707
AV.PV6A..SH,2021-07-13T10:40:48.380000,S,0.49,7.711121270403964e-07,6,0.0019463234402181,20210713T080000_6,4692
AV.PV6A..SH,2021-07-13T12:19:10.960000,S,0.378,5.504968498826202e-07,13,0.0012384719575258,20210713T080000_13,4699
AV.PV6A..SH,2021-07-13T13:05:27.720000,S,0.357,9.373906095788698e-07,17,0.001280111566146,20210713T080000_17,4703
AV.PV6A..SH,2021-07-13T14:32:19.760000,S,0.324,2.0270623224405426e-07,19,0.0012384719575258,20210713T080000_19,4705
AV.PVV..SH,2021-07-13T10:12:10.480000,P,0.389,5.286962050377042e-07,2,0.0012384719575258,20210713T080000_2,4688
AV.PVV..SH,2021-07-13T10:29:35.800000,P,0.306,6.735533588653198e-07,4,0.0012384719575258,20210713T080000_4,4690
AV.PVV..SH,2021-07-13T10:34:01.600000,P,0.554,4.22368884755997e-07,5,0.0004446805947207,20210713T080000_5,4691
AV.PVV..SH,2021-07-13T10:40:40.720000,P,0.552,5.258375495031942e-07,6,0.0012384719575258,20210713T080000_6,4692
AV.PVV..SH,2021-07-13T10:53:05.920000,P,0.352,4.703838385466952e-07,8,0.0012384719575258,20210713T080000_8,4694
AV.PVV..SH,2021-07-13T11:00:06.240000,P,0.646,4.4633321749643073e-07,9,0.0012384719575258,20210713T080000_9,4695
AV.PVV..SH,2021-07-13T11:32:30.400000,P,0.737,3.3922853504009254e-07,10,0.0012384719575258,20210713T080000_10,4696
AV.PVV..SH,2021-07-13T12:09:26.660000,P,0.745,6.357709594340122e-07,12,0.0019463234402181,20210713T080000_12,4698
AV.PVV..SH,2021-07-13T12:19:03.200000,P,0.34,4.258139369994751e-07,13,0.0004446805947207,20210713T080000_13,4699
AV.PVV..SH,2021-07-13T12:41:54.840000,P,0.458,2.529416178731481e-07,14,0.0012384719575258,20210713T080000_14,4700
AV.PVV..SH,2021-07-13T12:58:03.280000,P,0.425,2.3007390836937705e-07,15,0.0004446805947207,20210713T080000_15,4701
AV.PVV..SH,2021-07-13T13:05:20.440000,P,0.877,5.625337848869094e-07,17,0.0025460135868397,20210713T080000_17,4703
AV.PVV..SH,2021-07-13T13:25:45.880000,P,0.306,4.826827648685139e-07,18,0.0012384719575258,20210713T080000_18,4704
AV.PVV..SH,2021-07-13T15:25:38.540000,P,0.883,4.677397669183847e-07,21,0.0025460135868397,20210713T080000_21,4707
AV.PVV..SH,2021-07-13T10:50:10.640000,S,0.327,3.290626295893162e-07,7,0.0012384719575258,20210713T080000_7,4693
AV.PVV..SH,2021-07-13T15:25:41.260000,S,0.374,4.677397669183847e-07,21,0.0003930027183465,20210713T080000_21,4707
AV.S12K..BH,2021-07-13T12:09:18.200000,P,0.558,3.526292289279809e-07,11,0.0004446805947207,20210713T080000_11,4697
AV.S12K..BH,2021-07-13T12:58:02.940000,P,0.724,5.277261152514257e-07,15,0.001280111566146,20210713T080000_15,4701
AV.S12K..BH,2021-07-13T12:09:41.120000,S,0.725,4.973970249011472e-07,12,0.0012384719575258,20210713T080000_12,4698
AV.DEER..BH,2021-07-13T16:05:26.660000,P,0.958,2.1804441985295853e-06,1,0.0090365105706991,20210713T160000_1,4708
AV.DEER..BH,2021-07-13T16:41:44.700000,P,0.891,6.630896791648411e-07,2,0.0090365105706991,20210713T160000_2,4709
AV.DEER..BH,2021-07-13T18:33:14.420000,P,0.923,5.936363436376269e-07,6,0.0090365105706991,20210713T160000_6,4713
AV.DEER..BH,2021-07-13T20:12:31.580000,P,0.813,4.529827890564775e-07,10,0.0090365105706991,20210713T160000_10,4717
AV.DEER..BH,2021-07-13T21:36:18.840000,P,0.941,1.7965446659218287e-06,13,0.0090365105706991,20210713T160000_13,4720
AV.DEER..BH,2021-07-13T22:17:03.320000,P,0.964,6.697073899886163e-07,14,0.0090365105706991,20210713T160000_14,4722
AV.DEER..BH,2021-07-13T16:05:35.980000,S,0.883,2.1804441985295853e-06,1,0.0060576210660726,20210713T160000_1,4708
AV.DEER..BH,2021-07-13T16:42:05.280000,S,0.723,4.453863311937312e-06,3,0.0090365105706991,20210713T160000_3,4710
AV.DEER..BH,2021-07-13T18:33:26.480000,S,0.804,1.1497044170027948e-06,7,0.0090365105706991,20210713T160000_7,4714
AV.DEER..BH,2021-07-13T20:12:41.280000,S,0.458,6.318610985545092e-07,10,0.0060576210660726,20210713T160000_10,4717
AV.DEER..BH,2021-07-13T20:31:22.000000,S,0.583,8.409173801737779e-07,12,0.0090365105706991,20210713T160000_12,4719
AV.DEER..BH,2021-07-13T21:36:27.420000,S,0.862,1.7965446659218287e-06,13,0.0060576210660726,20210713T160000_13,4720
AV.DEER..BH,2021-07-13T22:17:14.820000,S,0.875,8.964606195149827e-07,15,0.0090365105706991,20210713T160000_15,4721
AV.DOL..BH,2021-07-13T16:41:42.820000,P,0.963,1.1979085456914618e-06,2,0.0060576210660726,20210713T160000_2,4709
AV.DOL..BH,2021-07-13T18:33:14.960000,P,0.85,5.68520420074492e-07,7,0.0060576210660726,20210713T160000_7,4714
AV.DOL..BH,2021-07-13T21:36:22.440000,P,0.957,1.771916572579357e-06,13,0.0010001028475593,20210713T160000_13,4720
AV.DOL..BH,2021-07-13T16:42:02.060000,S,0.956,1.360955138807185e-05,3,0.0060576210660726,20210713T160000_3,4710
AV.DOL..BH,2021-07-13T18:33:27.760000,S,0.784,1.3772419151791835e-06,6,0.0060576210660726,20210713T160000_6,4713
AV.DOL..BH,2021-07-13T20:12:45.060000,S,0.742,9.796007134355025e-07,10,0.0010001028475593,20210713T160000_10,4717
AV.DOL..BH,2021-07-13T20:31:30.860000,S,0.817,2.112104539264692e-06,12,0.0060576210660726,20210713T160000_12,4719
AV.DOL..BH,2021-07-13T21:36:33.900000,S,0.82,2.066094793917728e-06,13,0.0016555090507414,20210713T160000_13,4720
AV.DOL..BH,2021-07-13T22:17:15.960000,S,0.309,5.038328367845679e-07,15,0.0060576210660726,20210713T160000_15,4721
AV.DOL..BH,2021-07-13T22:17:16.960000,S,0.436,6.289899374678498e-07,14,0.0060576210660726,20210713T160000_14,4722
AV.DT1..BH,2021-07-13T16:05:27.780000,P,0.97,4.167061888438184e-06,1,0.0010001028475593,20210713T160000_1,4708
AV.DT1..BH,2021-07-13T16:41:45.500000,P,0.949,1.6256617527687922e-06,2,0.0010001028475593,20210713T160000_2,4709
AV.DT1..BH,2021-07-13T18:33:15.660000,P,0.952,7.986650985003507e-07,6,0.0010001028475593,20210713T160000_6,4713
AV.DT1..BH,2021-07-13T20:12:33.280000,P,0.919,3.823600707164587e-07,10,0.0016555090507414,20210713T160000_10,4717
AV.DT1..BH,2021-07-13T20:31:03.980000,P,0.56,5.232490138951107e-07,11,0.0090365105706991,20210713T160000_11,4718
AV.DT1..BH,2021-07-13T21:36:19.940000,P,0.978,2.4770802156126592e-06,13,0.0011988320581211,20210713T160000_13,4720
AV.DT1..BH,2021-07-13T22:17:04.580000,P,0.966,6.934537282177189e-07,14,0.0010001028475593,20210713T160000_14,4722
AV.DT1..BH,2021-07-13T16:05:37.940000,S,0.68,3.718825155374361e-06,1,0.0016555090507414,20210713T160000_1,4708
AV.DT1..BH,2021-07-13T16:42:06.460000,S,0.858,5.092949322715867e-06,3,0.0010001028475593,20210713T160000_3,4710
AV.DT1..BH,2021-07-13T18:33:28.720000,S,0.873,1.867093146756816e-06,8,0.0090365105706991,20210713T160000_8,4715
AV.DT1..BH,2021-07-13T20:31:25.880000,S,0.629,1.4071134728510517e-06,12,0.0010001028475593,20210713T160000_12,4719
AV.DT1..BH,2021-07-13T21:36:29.420000,S,0.947,2.4770802156126592e-06,13,0.0020130568789281,20210713T160000_13,4720
AV.DT1..BH,2021-07-13T22:17:17.360000,S,0.791,8.574195362598402e-07,15,0.0010001028475593,20210713T160000_15,4721
AV.DTN..BH,2021-07-13T16:05:28.340000,P,0.957,1.266926005882851e-06,1,0.0011988320581211,20210713T160000_1,4708
AV.DTN..BH,2021-07-13T16:41:45.900000,P,0.96,1.3731657872995129e-06,2,0.0016555090507414,20210713T160000_2,4709
AV.DTN..BH,2021-07-13T18:33:16.220000,P,0.766,6.526489073621633e-07,6,0.0016555090507414,20210713T160000_6,4713
AV.DTN..BH,2021-07-13T20:12:33.960000,P,0.753,5.505371518665925e-07,10,0.0011988320581211,20210713T160000_10,4717
AV.DTN..BH,2021-07-13T20:31:04.860000,P,0.755,6.493310706900957e-07,11,0.0060576210660726,20210713T160000_11,4718
AV.DTN..BH,2021-07-13T21:36:20.520000,P,0.981,8.651348935018177e-07,13,0.0004432663329891,20210713T160000_13,4720
AV.DTN..BH,2021-07-13T22:17:05.180000,P,0.917,5.350793799152598e-07,14,0.0016555090507414,20210713T160000_14,4722
AV.DTN..BH,2021-07-13T16:42:07.380000,S,0.919,5.5027689995768014e-06,3,0.0016555090507414,20210713T160000_3,4710
AV.DTN..BH,2021-07-13T18:33:29.680000,S,0.712,6.353915296131163e-07,8,0.0060576210660726,20210713T160000_8,4715
AV.DTN..BH,2021-07-13T20:31:27.920000,S,0.42,1.725118636386469e-06,12,0.0016555090507414,20210713T160000_12,4719
AV.DTN..BH,2021-07-13T21:36:30.620000,S,0.813,8.651348935018177e-07,13,0.0005761398175934,20210713T160000_13,4720
AV.DTN..BH,2021-07-13T22:17:18.660000,S,0.763,5.080323148831667e-07,15,0.0016555090507414,20210713T160000_15,4721
AV.HAG..SH,2021-07-13T16:05:29.700000,P,0.798,1.3978583410789724e-06,1,0.0020130568789281,20210713T160000_1,4708
AV.HAG..SH,2021-07-13T16:41:45.180000,P,0.967,1.981080686164205e-06,2,0.0011988320581211,20210713T160000_2,4709
AV.HAG..SH,2021-07-13T18:33:18.440000,P,0.742,3.283790306340961e-07,7,0.0010001028475593,20210713T160000_7,4714
AV.HAG..SH,2021-07-13T20:12:36.280000,P,0.826,4.544896228253492e-07,10,0.0020130568789281,20210713T160000_10,4717
AV.HAG..SH,2021-07-13T20:31:08.240000,P,0.671,5.870648465133854e-07,11,0.0010001028475593,20210713T160000_11,4718
AV.HAG..SH,2021-07-13T22:17:07.120000,P,0.629,2.7180846018382e-07,15,0.0011988320581211,20210713T160000_15,4721
AV.HAG..SH,2021-07-13T16:05:43.140000,S,0.721,2.846993766070227e-06,1,0.0004432663329891,20210713T160000_1,4708
AV.HAG..SH,2021-07-13T16:42:06.380000,S,0.7,4.5475035221898e-06,3,0.0011988320581211,20210713T160000_3,4710
AV.HAG..SH,2021-07-13T18:33:34.800000,S,0.662,7.986287755556987e-07,8,0.0010001028475593,20210713T160000_8,4715
AV.PN7A..BH,2021-07-13T16:05:32.840000,P,0.603,7.054675847939507e-07,1,0.0005761398175934,20210713T160000_1,4708
AV.PN7A..BH,2021-07-13T16:41:47.500000,P,0.86,1.5568167555102264e-06,2,0.0020130568789281,20210713T160000_2,4709
AV.PN7A..BH,2021-07-13T18:27:28.000000,P,0.588,1.6812347212180612e-06,5,0.0090365105706991,20210713T160000_5,4712
AV.PN7A..BH,2021-07-13T18:36:00.920000,P,0.547,1.9716126189450733e-06,9,0.0090365105706991,20210713T160000_9,4716
AV.PN7A..BH,2021-07-13T16:42:09.260000,S,0.576,2.307384420419112e-06,3,0.0020130568789281,20210713T160000_3,4710
