id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma,event_id,event_id_mapped
AV.HAG..SH,2021-04-10T16:54:31.000000,S,0.507,2.3540483198303264e-06,1,0.004264222391714,20210410T160000_1,2524
AV.HAG..SH,2021-04-10T18:25:26.080000,S,0.675,3.693907046908862e-07,2,0.0263394416005193,20210410T160000_2,2525
AV.HAG..SH,2021-04-10T19:22:22.300000,S,0.58,4.15403320630503e-07,3,0.004264222391714,20210410T160000_3,2526
AV.HAG..SH,2021-04-10T21:17:11.640000,S,0.417,3.823273289071949e-07,4,0.0263394416005193,20210410T160000_4,2527
AV.HAG..SH,2021-04-10T21:18:04.640000,S,0.785,2.3878665160737e-06,6,0.0070847989378845,20210410T160000_6,2528
AV.HAG..SH,2021-04-10T22:27:18.240000,S,0.838,1.1758176015064237e-06,7,0.0058428678002176,20210410T160000_7,2530
AV.PS1A..BH,2021-04-10T21:17:51.720000,P,0.697,7.113604624464642e-06,5,0.004264222391714,20210410T160000_5,2529
AV.PS1A..BH,2021-04-10T21:18:06.560000,S,0.382,5.871260782441823e-06,6,0.004264222391714,20210410T160000_6,2528
AV.PS4A..BH,2021-04-10T16:54:18.040000,P,0.355,5.48138677913812e-06,1,0.0028024632636607,20210410T160000_1,2524
AV.PS4A..BH,2021-04-10T21:17:08.520000,P,0.698,5.198094186198432e-06,4,0.0058428678002176,20210410T160000_4,2527
AV.PS4A..BH,2021-04-10T21:17:50.520000,P,0.884,4.674892352340976e-06,5,0.0028024632636607,20210410T160000_5,2529
AV.PS4A..BH,2021-04-10T21:17:10.600000,S,0.495,5.198094186198432e-06,4,0.0093906211170415,20210410T160000_4,2527
AV.PS4A..BH,2021-04-10T21:18:04.240000,S,0.732,6.112743903941009e-06,6,0.0028024632636607,20210410T160000_6,2528
AV.PV6A..SH,2021-04-10T21:17:11.160000,P,0.721,5.249099217508046e-07,4,0.0257730843900849,20210410T160000_4,2527
AV.PV6A..SH,2021-04-10T21:17:53.880000,P,0.974,8.099671049421886e-07,6,0.0053437165320025,20210410T160000_6,2528
AV.PV6A..SH,2021-04-10T18:25:29.440000,S,0.337,5.673014698004408e-07,2,0.0058428678002176,20210410T160000_2,2525
AV.PV6A..SH,2021-04-10T22:27:23.240000,S,0.483,5.744071245317173e-07,7,0.0093906211170415,20210410T160000_7,2530
AV.PVV..SH,2021-04-10T16:54:18.140000,P,0.818,3.163293342822726e-07,1,0.0053437165320025,20210410T160000_1,2524
AV.PVV..SH,2021-04-10T18:25:24.240000,P,0.406,2.5074874088204524e-07,2,0.0093906211170415,20210410T160000_2,2525
AV.PVV..SH,2021-04-10T21:17:08.840000,P,0.773,3.823420513526801e-07,4,0.0070847989378845,20210410T160000_4,2527
AV.PVV..SH,2021-04-10T21:17:50.660000,P,0.987,1.0766410696305684e-06,5,0.0053437165320025,20210410T160000_5,2529
AV.PVV..SH,2021-04-10T16:54:32.240000,S,0.58,5.938915705883119e-07,1,0.0023214398042205,20210410T160000_1,2524
AV.PVV..SH,2021-04-10T18:25:24.320000,S,0.376,2.5074874088204524e-07,2,0.0257730843900849,20210410T160000_2,2525
AV.PVV..SH,2021-04-10T21:17:11.560000,S,0.344,3.823420513526801e-07,4,0.004264222391714,20210410T160000_4,2527
AV.PVV..SH,2021-04-10T21:18:04.760000,S,0.648,1.530961867501901e-06,6,0.0023214398042205,20210410T160000_6,2528
AV.PVV..SH,2021-04-10T22:27:19.220000,S,0.818,4.344859974025894e-07,7,0.0257730843900849,20210410T160000_7,2530
AV.DEER..BH,2021-04-11T05:00:46.000000,P,0.538,2.2955023268877994e-06,1,0.0129289145408309,20210411T000000_1,2531
AV.DEER..BH,2021-04-11T07:11:15.660000,P,0.852,8.72869622980943e-06,3,0.0129289145408309,20210411T000000_3,2533
AV.DEER..BH,2021-04-11T05:01:03.200000,S,0.557,6.727618711011019e-06,2,0.0129289145408309,20210411T000000_2,2532
AV.DEER..BH,2021-04-11T07:11:35.680000,S,0.443,0.0001175342476926,4,0.0129289145408309,20210411T000000_4,2534
AV.DOL..BH,2021-04-11T05:00:51.000000,P,0.724,4.859366526943632e-06,1,0.0098541100061157,20210411T000000_1,2531
AV.DOL..BH,2021-04-11T07:11:13.860000,P,0.946,3.13398995785974e-05,3,0.0098541100061157,20210411T000000_3,2533
AV.DOL..BH,2021-04-11T07:41:43.340000,P,0.628,2.876071448554285e-06,6,0.0129289145408309,20210411T000000_6,2536
AV.DOL..BH,2021-04-11T05:01:12.420000,S,0.835,8.96175333764404e-06,2,0.0098541100061157,20210411T000000_2,2532
AV.DOL..BH,2021-04-11T07:11:32.180000,S,0.731,0.0001626628218218,4,0.0098541100061157,20210411T000000_4,2534
AV.DT1..BH,2021-04-11T05:00:47.000000,P,0.854,2.3290817807719577e-06,1,0.0010366129365187,20210411T000000_1,2531
AV.DT1..BH,2021-04-11T07:11:16.460000,P,0.706,1.6650732504785992e-05,3,0.0010366129365187,20210411T000000_3,2533
AV.DT1..BH,2021-04-11T05:01:05.440000,S,0.697,3.548097993189004e-06,2,0.0010366129365187,20210411T000000_2,2532
AV.DTN..BH,2021-04-11T05:00:47.660000,P,0.861,4.867126335739158e-06,1,0.0088835964398217,20210411T000000_1,2531
AV.DTN..BH,2021-04-11T07:11:16.860000,P,0.958,3.106028452748433e-05,3,0.0088835964398217,20210411T000000_3,2533
AV.DTN..BH,2021-04-11T05:01:07.000000,S,0.71,8.187447747332044e-06,2,0.0088835964398217,20210411T000000_2,2532
AV.DTN..BH,2021-04-11T07:11:38.040000,S,0.392,0.0001146076028817,4,0.0010366129365187,20210411T000000_4,2534
AV.HAG..SH,2021-04-11T05:00:52.060000,P,0.886,2.1773648768430576e-06,1,0.0018741501069069,20210411T000000_1,2531
AV.HAG..SH,2021-04-11T07:11:16.140000,P,0.949,3.4938417229568586e-05,3,0.0018741501069069,20210411T000000_3,2533
AV.HAG..SH,2021-04-11T07:41:43.740000,P,0.658,1.228647761308821e-06,6,0.0098541100061157,20210411T000000_6,2536
AV.HAG..SH,2021-04-11T05:01:15.900000,S,0.367,1.6222260228460073e-06,2,0.0018741501069069,20210411T000000_2,2532
AV.HAG..SH,2021-04-11T07:18:17.600000,S,0.785,1.7364877749059815e-06,5,0.0129289145408309,20210411T000000_5,2535
AV.PN7A..BH,2021-04-11T07:11:19.180000,P,0.663,3.623476732173003e-05,3,0.0180833107588768,20210411T000000_3,2533
AV.PN7A..BH,2021-04-11T07:11:43.740000,S,0.492,5.870558379683644e-05,4,0.0088835964398217,20210411T000000_4,2534
AV.PS1A..BH,2021-04-11T07:11:16.060000,P,0.855,4.7895598981995136e-05,3,0.0284681310162548,20210411T000000_3,2533
AV.PS4A..BH,2021-04-11T05:00:53.120000,P,0.301,3.8777347981522325e-06,1,0.0180833107588768,20210411T000000_1,2531
AV.PS4A..BH,2021-04-11T07:11:15.960000,P,0.657,4.322343374951743e-05,3,0.0008550538653806,20210411T000000_3,2533
AV.PS4A..BH,2021-04-11T07:41:44.300000,P,0.342,3.843218564725248e-06,6,0.0010366129365187,20210411T000000_6,2536
AV.PS4A..BH,2021-04-11T07:18:16.000000,S,0.699,3.593476321839262e-06,5,0.0098541100061157,20210411T000000_5,2535
AV.PV6A..SH,2021-04-11T05:00:53.920000,P,0.515,8.402018352171581e-07,1,0.0284681310162548,20210411T000000_1,2531
AV.PV6A..SH,2021-04-11T07:11:18.860000,P,0.923,3.4521817724453285e-05,3,0.0012530273068616,20210411T000000_3,2533
AV.PV6A..SH,2021-04-11T05:01:18.180000,S,0.732,1.1233262284804368e-06,2,0.0180833107588768,20210411T000000_2,2532
AV.PV6A..SH,2021-04-11T07:11:44.720000,S,0.64,5.046649312134832e-05,4,0.0018741501069069,20210411T000000_4,2534
AV.PV6A..SH,2021-04-11T07:18:19.680000,S,0.604,1.2202821153550758e-06,5,0.0010366129365187,20210411T000000_5,2535
AV.PVV..SH,2021-04-11T07:11:15.720000,P,0.917,2.3302154659177177e-05,3,0.0081566631492777,20210411T000000_3,2533
AV.PVV..SH,2021-04-11T07:41:42.800000,P,0.761,6.987971232774726e-07,6,0.0088835964398217,20210411T000000_6,2536
AV.PVV..SH,2021-04-11T07:18:15.840000,S,0.461,5.768346795775869e-07,5,0.0088835964398217,20210411T000000_5,2535
AV.S12K..BH,2021-04-11T07:11:21.020000,P,0.916,4.2564708564896137e-05,3,0.0024224303621321,20210411T000000_3,2533
AV.S12K..BH,2021-04-11T07:41:46.280000,P,0.333,3.707574251166079e-06,6,0.0018741501069069,20210411T000000_6,2536
AV.DEER..BH,2021-04-11T21:27:58.860000,P,0.368,2.090912403218681e-06,3,0.009026492400525,20210411T160000_3,2539
AV.DOL..BH,2021-04-11T18:00:46.680000,P,0.3,2.94940082312678e-06,1,0.009026492400525,20210411T160000_1,2537
AV.DOL..BH,2021-04-11T21:27:57.080000,P,0.867,4.199905106361257e-06,3,0.000609167497346,20210411T160000_3,2539
AV.DOL..BH,2021-04-11T18:01:05.180000,S,0.868,4.136779807595303e-06,2,0.009026492400525,20210411T160000_2,2538
AV.DOL..BH,2021-04-11T21:28:15.760000,S,0.508,8.842675924825016e-06,4,0.009026492400525,20210411T160000_4,2540
AV.DT1..BH,2021-04-11T18:00:49.960000,P,0.791,2.184287041018252e-06,1,0.000609167497346,20210411T160000_1,2537
AV.DT1..BH,2021-04-11T21:27:59.660000,P,0.815,2.3489599243475823e-06,3,0.0005710178247757,20210411T160000_3,2539
AV.DT1..BH,2021-04-11T18:01:09.700000,S,0.64,3.799190153586096e-06,2,0.000609167497346,20210411T160000_2,2538
AV.DT1..BH,2021-04-11T21:28:20.780000,S,0.701,4.019167590740835e-06,4,0.000609167497346,20210411T160000_4,2540
AV.DTN..BH,2021-04-11T21:28:00.200000,P,0.566,3.9332207961706445e-06,3,0.0075799040492273,20210411T160000_3,2539
AV.DTN..BH,2021-04-11T18:01:10.940000,S,0.706,4.427076873980695e-06,2,0.0005710178247757,20210411T160000_2,2538
AV.DTN..BH,2021-04-11T21:28:21.460000,S,0.575,5.095876076666173e-06,4,0.0005710178247757,20210411T160000_4,2540
AV.HAG..SH,2021-04-11T18:00:49.360000,P,0.903,5.807899583487597e-07,1,0.0005710178247757,20210411T160000_1,2537
AV.HAG..SH,2021-04-11T21:27:59.120000,P,0.878,2.716991048146156e-06,3,0.0442360148389244,20210411T160000_3,2539
AV.HAG..SH,2021-04-11T18:01:09.280000,S,0.697,1.594326704434934e-06,2,0.0075799040492273,20210411T160000_2,2538
AV.HAG..SH,2021-04-11T21:28:20.020000,S,0.534,4.3674131120496895e-06,4,0.0075799040492273,20210411T160000_4,2540
AV.PS1A..BH,2021-04-11T21:27:59.400000,P,0.316,5.875186161574675e-06,3,7.727539448428978e-05,20210411T160000_3,2539
AV.PS4A..BH,2021-04-11T21:27:59.300000,P,0.89,4.565078143059509e-06,3,0.0259932489347977,20210411T160000_3,2539
AV.PV6A..SH,2021-04-11T18:00:52.200000,P,0.601,4.482513986658887e-07,1,0.0075799040492273,20210411T160000_1,2537
AV.PV6A..SH,2021-04-11T21:28:01.900000,P,0.899,1.289764441025909e-06,3,0.0067649586796565,20210411T160000_3,2539
AV.PV6A..SH,2021-04-11T18:01:13.440000,S,0.575,2.185564198953216e-06,2,0.0442360148389244,20210411T160000_2,2538
AV.PV6A..SH,2021-04-11T21:28:24.400000,S,0.753,1.928615574797732e-06,4,0.0442360148389244,20210411T160000_4,2540
AV.PVV..SH,2021-04-11T18:00:48.920000,P,0.471,3.870299565278401e-07,1,0.0442360148389244,20210411T160000_1,2537
AV.PVV..SH,2021-04-11T21:27:58.760000,P,0.945,1.369500523651368e-06,3,0.0175493953909437,20210411T160000_3,2539
AV.PVV..SH,2021-04-11T18:01:08.340000,S,0.823,8.245245908256038e-07,2,7.727539448428978e-05,20210411T160000_2,2538
AV.PVV..SH,2021-04-11T21:28:18.980000,S,0.723,1.1829022241727216e-06,4,7.727539448428978e-05,20210411T160000_4,2540
AV.DEER..BH,2021-04-12T00:21:52.300000,P,0.958,2.723256784520345e-06,1,0.0168376352797352,20210412T000000_1,2541
AV.DEER..BH,2021-04-12T02:18:23.120000,P,0.98,7.71978830016451e-06,3,0.0168376352797352,20210412T000000_3,2543
AV.DEER..BH,2021-04-12T05:52:03.240000,P,0.757,1.6292109421556231e-06,4,0.0168376352797352,20210412T000000_4,2544
AV.DEER..BH,2021-04-12T06:31:11.720000,P,0.622,1.814971142266586e-06,5,0.0168376352797352,20210412T000000_5,2545
AV.DEER..BH,2021-04-12T07:03:24.140000,P,0.787,2.067978130071424e-06,7,0.0168376352797352,20210412T000000_7,2547
AV.DEER..BH,2021-04-12T00:22:02.140000,S,0.859,2.7694807158695767e-06,1,0.0269174927461345,20210412T000000_1,2541
AV.DEER..BH,2021-04-12T02:18:31.080000,S,0.955,7.71978830016451e-06,3,0.0269174927461345,20210412T000000_3,2543
AV.DEER..BH,2021-04-12T05:52:12.840000,S,0.576,2.163339331673342e-06,4,0.0269174927461345,20210412T000000_4,2544
AV.DEER..BH,2021-04-12T06:31:39.360000,S,0.474,3.2261557407764485e-06,6,0.0168376352797352,20210412T000000_6,2546
AV.DOL..BH,2021-04-12T00:21:51.300000,P,0.962,9.106906873057596e-06,1,0.0013024082300864,20210412T000000_1,2541
AV.DOL..BH,2021-04-12T06:31:09.800000,P,0.808,3.091371354457806e-06,5,0.0269174927461345,20210412T000000_5,2545
AV.DOL..BH,2021-04-12T00:22:00.120000,S,0.943,9.106906873057596e-06,1,0.0027879353417666,20210412T000000_1,2541
AV.DT1..BH,2021-04-12T00:21:53.160000,P,0.974,4.355817509349436e-06,1,0.0034261047409946,20210412T000000_1,2541
AV.DT1..BH,2021-04-12T02:18:24.380000,P,0.972,1.0106857189384756e-05,3,0.0013024082300864,20210412T000000_3,2543
AV.DT1..BH,2021-04-12T05:52:03.900000,P,0.433,2.014402070926735e-06,4,0.0013024082300864,20210412T000000_4,2544
AV.DT1..BH,2021-04-12T07:03:25.340000,P,0.335,1.680842274254246e-06,7,0.0269174927461345,20210412T000000_7,2547
AV.DT1..BH,2021-04-12T00:22:03.500000,S,0.903,4.355817509349436e-06,1,0.0003795207064682,20210412T000000_1,2541
AV.DT1..BH,2021-04-12T02:18:33.640000,S,0.96,1.0106857189384756e-05,3,0.0027879353417666,20210412T000000_3,2543
AV.DTN..BH,2021-04-12T00:21:53.620000,P,0.968,4.600753527483903e-06,1,0.0322751713102607,20210412T000000_1,2541
AV.DTN..BH,2021-04-12T02:18:25.060000,P,0.905,3.5787040815193905e-06,3,0.0034261047409946,20210412T000000_3,2543
AV.DTN..BH,2021-04-12T05:52:04.460000,P,0.886,2.586936034276732e-06,4,0.0027879353417666,20210412T000000_4,2544
AV.DTN..BH,2021-04-12T06:31:12.760000,P,0.335,2.751073225226719e-06,5,0.0013024082300864,20210412T000000_5,2545
AV.DTN..BH,2021-04-12T07:03:26.000000,P,0.824,2.5097378966165707e-06,7,0.0013024082300864,20210412T000000_7,2547
AV.DTN..BH,2021-04-12T00:22:04.300000,S,0.821,4.600753527483903e-06,1,0.0268495271099087,20210412T000000_1,2541
AV.DTN..BH,2021-04-12T02:18:34.780000,S,0.87,3.890931111527607e-06,3,0.0003795207064682,20210412T000000_3,2543
AV.HAG..SH,2021-04-12T00:21:53.940000,P,0.975,1.860226348071592e-06,1,0.0025491674792263,20210412T000000_1,2541
AV.HAG..SH,2021-04-12T01:11:34.300000,P,0.947,3.203785752248223e-07,2,0.0168376352797352,20210412T000000_2,2542
AV.HAG..SH,2021-04-12T02:18:27.320000,P,0.979,2.1772220861748792e-06,3,0.0322751713102607,20210412T000000_3,2543
AV.HAG..SH,2021-04-12T05:52:04.760000,P,0.92,2.305018398374159e-07,4,0.0034261047409946,20210412T000000_4,2544
AV.HAG..SH,2021-04-12T06:31:12.040000,P,0.972,1.665922923166363e-06,5,0.0027879353417666,20210412T000000_5,2545
AV.HAG..SH,2021-04-12T07:03:30.320000,P,0.903,3.102963148648996e-07,7,0.0027879353417666,20210412T000000_7,2547
AV.HAG..SH,2021-04-12T00:22:05.580000,S,0.67,2.8975161967537133e-06,1,0.0007301899220679,20210412T000000_1,2541
AV.HAG..SH,2021-04-12T01:11:47.620000,S,0.64,3.951813312141894e-07,2,0.0269174927461345,20210412T000000_2,2542
AV.HAG..SH,2021-04-12T02:18:39.120000,S,0.392,2.761932591965888e-06,3,0.0268495271099087,20210412T000000_3,2543
AV.HAG..SH,2021-04-12T05:52:15.900000,S,0.617,3.082753892158508e-07,4,0.0003795207064682,20210412T000000_4,2544
AV.HAG..SH,2021-04-12T06:31:34.420000,S,0.76,2.166799959013588e-06,6,0.0269174927461345,20210412T000000_6,2546
AV.HAG..SH,2021-04-12T07:03:35.320000,S,0.443,3.102963148648996e-07,7,0.0034261047409946,20210412T000000_7,2547
AV.PS1A..BH,2021-04-12T00:21:55.080000,P,0.382,6.588812539121136e-06,1,2.214458634233185e-06,20210412T000000_1,2541
AV.PS1A..BH,2021-04-12T02:18:29.020000,P,0.451,5.483605946210446e-06,3,0.0025491674792263,20210412T000000_3,2543
AV.PS1A..BH,2021-04-12T06:31:12.380000,P,0.402,5.341261839930667e-06,5,0.0034261047409946,20210412T000000_5,2545
AV.PS1A..BH,2021-04-12T02:18:42.120000,S,0.48,5.553140454139793e-06,3,0.0007301899220679,20210412T000000_3,2543
AV.PS4A..BH,2021-04-12T00:21:53.960000,P,0.847,4.138890290050767e-06,1,0.0195955411647526,20210412T000000_1,2541
AV.PS4A..BH,2021-04-12T02:18:27.580000,P,0.963,4.370905116957147e-06,3,2.214458634233185e-06,20210412T000000_3,2543
AV.PS4A..BH,2021-04-12T06:31:12.120000,P,0.392,3.7512945709750056e-06,5,0.0003795207064682,20210412T000000_5,2545
AV.PS4A..BH,2021-04-12T00:22:05.100000,S,0.72,4.920881565340096e-06,1,0.0063643562411037,20210412T000000_1,2541
AV.PS4A..BH,2021-04-12T02:18:39.500000,S,0.879,4.930757768306648e-06,3,0.0195955411647526,20210412T000000_3,2543
AV.PS4A..BH,2021-04-12T06:31:34.880000,S,0.346,5.012030669604428e-06,6,0.0013024082300864,20210412T000000_6,2546
AV.PV6A..SH,2021-04-12T00:21:57.080000,P,0.596,3.401818560178072e-07,1,0.0060121471640357,20210412T000000_1,2541
AV.PV6A..SH,2021-04-12T01:11:37.160000,P,0.405,1.864988661282041e-07,2,0.0013024082300864,20210412T000000_2,2542
AV.PV6A..SH,2021-04-12T02:18:30.780000,P,0.949,3.832263075764786e-07,3,0.0063643562411037,20210412T000000_3,2543
AV.PV6A..SH,2021-04-12T06:31:14.860000,P,0.954,1.0021269645221764e-06,5,0.0322751713102607,20210412T000000_5,2545
AV.PV6A..SH,2021-04-12T01:11:51.700000,S,0.891,3.253532270264259e-07,2,0.0027879353417666,20210412T000000_2,2542
AV.PV6A..SH,2021-04-12T06:31:40.100000,S,0.685,1.2867872101196554e-06,6,0.0027879353417666,20210412T000000_6,2546
AV.PVV..SH,2021-04-12T00:21:54.120000,P,0.95,7.315612151614914e-07,1,0.0291518018099758,20210412T000000_1,2541
AV.PVV..SH,2021-04-12T02:18:27.800000,P,0.983,8.476785637867579e-07,3,0.0060121471640357,20210412T000000_3,2543
AV.PVV..SH,2021-04-12T05:52:04.880000,P,0.479,2.392037288245774e-07,4,0.0322751713102607,20210412T000000_4,2544
AV.PVV..SH,2021-04-12T06:31:11.760000,P,0.794,6.264073704187467e-07,5,0.0268495271099087,20210412T000000_5,2545
AV.PVV..SH,2021-04-12T00:22:05.340000,S,0.526,8.323324891534867e-07,1,0.0019145328374048,20210412T000000_1,2541
AV.PVV..SH,2021-04-12T02:18:40.080000,S,0.802,9.607377933207315e-07,3,0.0291518018099758,20210412T000000_3,2543
AV.PVV..SH,2021-04-12T05:52:15.660000,S,0.411,1.540255567533677e-07,4,0.0268495271099087,20210412T000000_4,2544
AV.PVV..SH,2021-04-12T06:31:33.080000,S,0.315,7.912796604614414e-07,6,0.0034261047409946,20210412T000000_6,2546
AV.DEER..BH,2021-04-12T11:39:08.460000,P,0.403,2.502259349057568e-06,1,0.0112647608611565,20210412T080000_1,2548
AV.DEER..BH,2021-04-12T11:39:58.540000,P,0.834,2.9541924959630705e-06,2,0.0112647608611565,20210412T080000_2,2549
AV.DEER..BH,2021-04-12T14:08:39.740000,P,0.968,8.601072295277845e-06,3,0.0112647608611565,20210412T080000_3,2550
AV.DEER..BH,2021-04-12T15:41:17.380000,P,0.954,1.765411184351251e-06,4,0.0112647608611565,20210412T080000_4,2551
AV.DEER..BH,2021-04-12T14:08:47.340000,S,0.746,8.601072295277845e-06,3,0.0036969659390152,20210412T080000_3,2550
AV.DEER..BH,2021-04-12T15:41:26.140000,S,0.796,1.765411184351251e-06,4,0.0036969659390152,20210412T080000_4,2551
AV.DEER..BH,2021-04-12T15:48:14.440000,S,0.568,1.7956945157493465e-06,5,0.0112647608611565,20210412T080000_5,2552
AV.DOL..BH,2021-04-12T11:39:04.300000,P,0.372,2.046414010692388e-06,1,0.0036969659390152,20210412T080000_1,2548
AV.DOL..BH,2021-04-12T11:39:51.200000,P,0.598,3.85810153602506e-06,2,0.0036969659390152,20210412T080000_2,2549
AV.DOL..BH,2021-04-12T14:08:42.380000,P,0.89,4.908829396299552e-06,3,0.0324965942121159,20210412T080000_3,2550
AV.DOL..BH,2021-04-12T15:41:17.080000,P,0.884,1.7318025129497985e-06,4,0.0324965942121159,20210412T080000_4,2551
AV.DOL..BH,2021-04-12T15:47:55.460000,P,0.843,1.689045461716887e-06,5,0.0036969659390152,20210412T080000_5,2552
AV.DOL..BH,2021-04-12T14:08:52.220000,S,0.888,4.908829396299552e-06,3,0.0081056786810537,20210412T080000_3,2550
AV.DOL..BH,2021-04-12T15:41:25.940000,S,0.606,1.4966509525038418e-06,4,0.0081056786810537,20210412T080000_4,2551
AV.DOL..BH,2021-04-12T15:48:07.020000,S,0.844,2.3540662823506864e-06,5,0.0324965942121159,20210412T080000_5,2552
AV.DT1..BH,2021-04-12T11:39:07.180000,P,0.313,2.143351366612478e-06,1,0.0324965942121159,20210412T080000_1,2548
AV.DT1..BH,2021-04-12T11:39:56.780000,P,0.429,3.4133176995965187e-06,2,0.0324965942121159,20210412T080000_2,2549
AV.DT1..BH,2021-04-12T14:08:40.980000,P,0.969,9.651676919020248e-06,3,0.0007533207246292,20210412T080000_3,2550
AV.DT1..BH,2021-04-12T15:41:18.340000,P,0.926,2.333218844796648e-06,4,0.0007533207246292,20210412T080000_4,2551
AV.DT1..BH,2021-04-12T14:08:49.460000,S,0.893,9.651676919020248e-06,3,0.0187487205002107,20210412T080000_3,2550
AV.DT1..BH,2021-04-12T15:41:27.540000,S,0.875,2.333218844796648e-06,4,0.0187487205002107,20210412T080000_4,2551
AV.DTN..BH,2021-04-12T11:39:07.200000,P,0.421,2.41180009652453e-06,1,0.0081056786810537,20210412T080000_1,2548
AV.DTN..BH,2021-04-12T14:08:41.620000,P,0.979,4.532286311587086e-06,3,0.009114057631504,20210412T080000_3,2550
AV.DTN..BH,2021-04-12T15:41:18.840000,P,0.865,2.6002862796303816e-06,4,0.009114057631504,20210412T080000_4,2551
AV.DTN..BH,2021-04-12T14:08:50.780000,S,0.893,4.532286311587086e-06,3,0.0010366768143949,20210412T080000_3,2550
AV.HAG..SH,2021-04-12T11:39:03.780000,P,0.949,1.5217290183500154e-06,1,0.0007533207246292,20210412T080000_1,2548
AV.HAG..SH,2021-04-12T14:08:44.480000,P,0.987,1.0167042319153552e-06,3,0.0153283743139743,20210412T080000_3,2550
AV.HAG..SH,2021-04-12T15:41:19.600000,P,0.976,4.071025045959687e-07,4,0.0010366768143949,20210412T080000_4,2551
AV.HAG..SH,2021-04-12T15:47:56.140000,P,0.964,2.093221382892807e-07,5,0.0081056786810537,20210412T080000_5,2552
AV.HAG..SH,2021-04-12T11:39:15.160000,S,0.369,1.5212658581731375e-06,1,0.0187487205002107,20210412T080000_1,2548
AV.HAG..SH,2021-04-12T14:08:56.800000,S,0.729,2.491658506187377e-06,3,0.0022139492859937,20210412T080000_3,2550
AV.HAG..SH,2021-04-12T15:48:08.480000,S,0.714,5.841864663125307e-07,5,0.0007533207246292,20210412T080000_5,2552
AV.PN7A..BH,2021-04-12T11:39:04.520000,P,0.801,5.298340511217248e-06,1,0.009114057631504,20210412T080000_1,2548
AV.PS1A..BH,2021-04-12T11:39:02.440000,P,0.815,4.071918283443665e-06,1,0.0010366768143949,20210412T080000_1,2548
AV.PS1A..BH,2021-04-12T14:08:46.120000,P,0.846,3.4066538319166284e-06,3,0.0179705217228431,20210412T080000_3,2550
AV.PS1A..BH,2021-04-12T15:41:20.500000,P,0.925,2.5263675524911378e-06,4,0.0153283743139743,20210412T080000_4,2551
AV.PS1A..BH,2021-04-12T15:47:55.180000,P,0.39,2.487477559043328e-06,5,0.0187487205002107,20210412T080000_5,2552
AV.PS1A..BH,2021-04-12T14:08:59.040000,S,0.405,5.223996140557574e-06,3,0.0057428587195334,20210412T080000_3,2550
AV.PS1A..BH,2021-04-12T15:48:06.860000,S,0.473,2.700163122426602e-06,5,0.009114057631504,20210412T080000_5,2552
AV.PS4A..BH,2021-04-12T11:39:03.240000,P,0.862,4.049139988637762e-06,1,0.0153283743139743,20210412T080000_1,2548
AV.PS4A..BH,2021-04-12T11:39:49.260000,P,0.38,5.397561835707165e-06,2,0.0081056786810537,20210412T080000_2,2549
AV.PS4A..BH,2021-04-12T14:08:44.840000,P,0.931,3.6328583519207314e-06,3,0.0013519149371016,20210412T080000_3,2550
AV.PS4A..BH,2021-04-12T14:08:56.740000,S,0.708,3.555978992153541e-06,3,0.0023084091448173,20210412T080000_3,2550
AV.PV6A..SH,2021-04-12T11:39:03.420000,P,0.95,6.129369012342067e-07,1,0.0022139492859937,20210412T080000_1,2548
AV.PV6A..SH,2021-04-12T14:08:46.800000,P,0.862,2.3050802155921701e-07,3,0.0082067492868696,20210412T080000_3,2550
AV.PV6A..SH,2021-04-12T15:41:22.620000,P,0.795,2.279085009604387e-07,4,0.0022139492859937,20210412T080000_4,2551
AV.PV6A..SH,2021-04-12T15:47:57.800000,P,0.798,1.4575951468032144e-07,5,0.0010366768143949,20210412T080000_5,2552
AV.PV6A..SH,2021-04-12T15:48:10.200000,S,0.427,5.491710908245295e-07,5,0.0153283743139743,20210412T080000_5,2552
AV.PVV..SH,2021-04-12T11:39:02.600000,P,0.838,5.031749878980918e-07,1,0.0179705217228431,20210412T080000_1,2548
AV.PVV..SH,2021-04-12T14:08:45.400000,P,0.968,4.219794220716722e-07,3,0.0068553262194522,20210412T080000_3,2550
AV.PVV..SH,2021-04-12T15:41:19.720000,P,0.972,4.567464770843799e-07,4,0.0179705217228431,20210412T080000_4,2551
AV.PVV..SH,2021-04-12T15:47:55.260000,P,0.883,3.284126819380617e-07,5,0.0022139492859937,20210412T080000_5,2552
AV.PVV..SH,2021-04-12T14:08:57.360000,S,0.703,7.421651275762997e-07,3,0.0020782757152795,20210412T080000_3,2550
AV.PVV..SH,2021-04-12T15:41:31.120000,S,0.495,3.847779055377032e-07,4,0.0057428587195334,20210412T080000_4,2551
AV.PVV..SH,2021-04-12T15:48:06.980000,S,0.759,3.856777937016887e-07,5,0.0179705217228431,20210412T080000_5,2552
AV.S12K..BH,2021-04-12T14:08:48.700000,P,0.373,1.583239964020322e-06,3,0.0003172032839323,20210412T080000_3,2550
AV.S12K..BH,2021-04-12T15:48:13.420000,S,0.78,1.7522479538456537e-06,5,0.0057428587195334,20210412T080000_5,2552
AV.DEER..BH,2021-04-12T17:26:47.720000,P,0.951,1.850885269050196e-06,2,0.0217275401897148,20210412T160000_2,2554
