id,timestamp,type,prob,phase_amplitude,event_idx,prob_gamma,event_id,event_id_mapped
AV.DT1..BH,2021-07-29T15:21:36.150000,P,0.944,8.643305022815184e-07,79,0.0004050876116612,20210729T080000_79,79
AV.DT1..BH,2021-07-29T15:30:31.750000,P,0.643,2.3545158001070376e-06,80,0.0004050876116612,20210729T080000_80,80
AV.DT1..BH,2021-07-29T15:54:33.750000,P,0.58,9.916077488014707e-07,82,1.620606399258123e-05,20210729T080000_82,82
AV.DT1..BH,2021-07-29T08:16:45.530000,S,0.213,1.4598489542549942e-05,6,0.0001504533844952,20210729T080000_6,6
AV.DT1..BH,2021-07-29T08:26:24.980000,S,0.362,6.368210051732604e-06,8,0.0004050876116612,20210729T080000_8,8
AV.DT1..BH,2021-07-29T08:41:11.920000,S,0.395,9.9459048215067e-06,9,0.0018216937879111,20210729T080000_9,9
AV.DT1..BH,2021-07-29T09:23:48.500000,S,0.273,3.080956275880453e-06,14,0.0001504533844952,20210729T080000_14,14
AV.DT1..BH,2021-07-29T09:45:39.680000,S,0.718,2.397006255705492e-06,20,0.0001504533844952,20210729T080000_20,20
AV.DT1..BH,2021-07-29T09:54:38.670000,S,0.669,1.198419340653345e-05,22,9.066641910142704e-05,20210729T080000_22,22
AV.DT1..BH,2021-07-29T10:17:05.400000,S,0.431,5.877400781173492e-06,30,1.620606399258123e-05,20210729T080000_30,30
AV.DT1..BH,2021-07-29T10:21:25.300000,S,0.318,2.085016831188113e-06,33,1.620606399258123e-05,20210729T080000_33,33
AV.DT1..BH,2021-07-29T10:38:55.060000,S,0.344,1.752772618601739e-06,37,0.0001504533844952,20210729T080000_37,37
AV.DT1..BH,2021-07-29T10:51:07.960000,S,0.774,6.903618213982554e-06,39,9.066641910142704e-05,20210729T080000_39,39
AV.DT1..BH,2021-07-29T10:51:13.880000,S,0.472,7.62388481234666e-06,40,0.0005979079998146,20210729T080000_40,40
AV.DT1..BH,2021-07-29T11:09:36.420000,S,0.256,7.043311597954016e-06,45,0.0001504533844952,20210729T080000_45,45
AV.DT1..BH,2021-07-29T11:24:24.710000,S,0.921,1.0933847079286352e-05,47,0.0004050876116612,20210729T080000_47,47
AV.DT1..BH,2021-07-29T11:42:25.340000,S,0.308,2.315518713658093e-06,49,0.0001504533844952,20210729T080000_49,49
AV.DT1..BH,2021-07-29T11:48:41.380000,S,0.231,2.468737420713296e-06,51,9.066641910142704e-05,20210729T080000_51,51
AV.DT1..BH,2021-07-29T12:18:44.860000,S,0.386,2.61359718933818e-06,53,9.066641910142704e-05,20210729T080000_53,53
AV.DT1..BH,2021-07-29T12:24:24.820000,S,0.325,1.5943845710353344e-06,54,1.620606399258123e-05,20210729T080000_54,54
AV.DT1..BH,2021-07-29T12:43:33.780000,S,0.353,1.20081240311265e-05,57,0.0001504533844952,20210729T080000_57,57
AV.DT1..BH,2021-07-29T12:53:02.900000,S,0.256,9.159170076600276e-06,59,1.620606399258123e-05,20210729T080000_59,59
AV.DT1..BH,2021-07-29T13:13:21.940000,S,0.215,7.669264618925808e-07,61,0.0004050876116612,20210729T080000_61,61
AV.DT1..BH,2021-07-29T13:15:37.660000,S,0.258,3.429233402130194e-06,62,0.0001504533844952,20210729T080000_62,62
AV.DT1..BH,2021-07-29T13:18:53.780000,S,0.31,6.528817721118685e-06,63,0.0001504533844952,20210729T080000_63,63
AV.DT1..BH,2021-07-29T13:31:20.830000,S,0.525,2.2050792267691577e-06,64,0.0001504533844952,20210729T080000_64,64
AV.DT1..BH,2021-07-29T14:03:04.910000,S,0.359,9.67514779404155e-07,66,0.0001504533844952,20210729T080000_66,66
AV.DT1..BH,2021-07-29T14:08:40.510000,S,0.373,9.41540918120154e-07,67,0.0001504533844952,20210729T080000_67,67
AV.DT1..BH,2021-07-29T14:16:35.550000,S,0.671,1.5025972288640332e-06,68,0.0001504533844952,20210729T080000_68,68
AV.DT1..BH,2021-07-29T14:16:56.880000,S,0.656,1.1210538559680572e-06,69,0.0001504533844952,20210729T080000_69,69
AV.DT1..BH,2021-07-29T14:50:33.310000,S,0.454,2.1242658476694487e-06,73,1.620606399258123e-05,20210729T080000_73,73
AV.DT1..BH,2021-07-29T14:57:22.460000,S,0.223,1.0533060503803426e-06,75,1.620606399258123e-05,20210729T080000_75,75
AV.DT1..BH,2021-07-29T15:11:26.410000,S,0.858,1.855046320997644e-06,77,0.0018216937879111,20210729T080000_77,77
AV.DT1..BH,2021-07-29T15:14:13.540000,S,0.315,1.93488585864543e-06,78,0.0001504533844952,20210729T080000_78,78
AV.DT1..BH,2021-07-29T15:21:45.940000,S,0.249,8.806725304566498e-07,79,0.0001504533844952,20210729T080000_79,79
AV.DT1..BH,2021-07-29T15:30:59.940000,S,0.385,4.3168420233996585e-06,81,0.0004050876116612,20210729T080000_81,81
AV.DTN..BH,2021-07-29T08:00:00.010000,P,0.558,3.631030267570168e-05,1,0.0004050876116612,20210729T080000_1,1
AV.DTN..BH,2021-07-29T08:03:36.990000,P,0.832,2.041900552285369e-05,2,0.0004050876116612,20210729T080000_2,2
AV.DTN..BH,2021-07-29T08:09:42.060000,P,0.55,2.680294528545346e-05,3,1.620606399258123e-05,20210729T080000_3,3
AV.DTN..BH,2021-07-29T08:10:29.880000,P,0.551,3.685850606416352e-05,4,0.0004050876116612,20210729T080000_4,4
AV.DTN..BH,2021-07-29T08:13:40.300000,P,0.422,1.990824239328504e-05,5,0.0004050876116612,20210729T080000_5,5
AV.DTN..BH,2021-07-29T08:16:34.710000,P,0.765,3.0665178201161325e-05,6,9.066641910142704e-05,20210729T080000_6,6
AV.DTN..BH,2021-07-29T08:26:14.280000,P,0.725,5.981223239359679e-06,8,0.0001504533844952,20210729T080000_8,8
AV.DTN..BH,2021-07-29T08:41:01.220000,P,0.757,1.1317771168251056e-05,9,0.0003326425624233,20210729T080000_9,9
AV.DTN..BH,2021-07-29T08:56:05.840000,P,0.717,9.128504643740598e-06,10,0.0004050876116612,20210729T080000_10,10
AV.DTN..BH,2021-07-29T08:58:29.920000,P,0.467,1.0664857654774096e-05,11,1.620606399258123e-05,20210729T080000_11,11
AV.DTN..BH,2021-07-29T09:08:34.600000,P,0.376,6.440284778364003e-06,12,0.0001504533844952,20210729T080000_12,12
AV.DTN..BH,2021-07-29T09:17:52.340000,P,0.773,6.310070148174418e-06,13,0.0001504533844952,20210729T080000_13,13
AV.DTN..BH,2021-07-29T09:23:38.070000,P,0.809,5.471690201375168e-06,14,9.066641910142704e-05,20210729T080000_14,14
AV.DTN..BH,2021-07-29T09:27:02.910000,P,0.734,4.70531995233614e-06,15,0.0004050876116612,20210729T080000_15,15
AV.DTN..BH,2021-07-29T09:29:04.940000,P,0.399,2.399401637376286e-06,16,9.066641910142704e-05,20210729T080000_16,16
AV.DTN..BH,2021-07-29T09:36:07.780000,P,0.765,1.964490138561814e-06,17,0.0001504533844952,20210729T080000_17,17
AV.DTN..BH,2021-07-29T09:38:16.320000,P,0.476,3.931732862838544e-06,18,0.0004050876116612,20210729T080000_18,18
AV.DTN..BH,2021-07-29T09:44:00.590000,P,0.832,3.720305585375172e-06,19,9.066641910142704e-05,20210729T080000_19,19
AV.DTN..BH,2021-07-29T09:45:29.380000,P,0.859,3.857213414448779e-06,20,9.066641910142704e-05,20210729T080000_20,20
AV.DTN..BH,2021-07-29T09:53:05.550000,P,0.843,6.95879816703382e-06,21,0.0001504533844952,20210729T080000_21,21
AV.DTN..BH,2021-07-29T09:54:27.710000,P,0.525,1.530630652268883e-05,22,0.0018216937879111,20210729T080000_22,22
AV.DTN..BH,2021-07-29T09:59:23.230000,P,0.814,8.471535693388432e-06,23,0.0001504533844952,20210729T080000_23,23
AV.DTN..BH,2021-07-29T10:02:22.180000,P,0.711,5.34654236616916e-06,24,0.0004050876116612,20210729T080000_24,24
AV.DTN..BH,2021-07-29T10:05:52.910000,P,0.896,2.2827141492598457e-06,25,0.0004050876116612,20210729T080000_25,25
AV.DTN..BH,2021-07-29T10:14:06.350000,P,0.62,2.595317710074596e-06,28,0.0004050876116612,20210729T080000_28,28
AV.DTN..BH,2021-07-29T10:16:37.950000,P,0.704,3.963697508879704e-06,29,0.0004050876116612,20210729T080000_29,29
AV.DTN..BH,2021-07-29T10:18:03.920000,P,0.533,2.9608368095068727e-06,31,0.0004050876116612,20210729T080000_31,31
AV.DTN..BH,2021-07-29T10:20:49.320000,P,0.534,3.1626582313037943e-06,32,0.0001504533844952,20210729T080000_32,32
AV.DTN..BH,2021-07-29T10:23:03.820000,P,0.782,2.669924242582056e-06,34,0.0004050876116612,20210729T080000_34,34
AV.DTN..BH,2021-07-29T10:24:57.230000,P,0.807,4.549034656520234e-06,35,9.066641910142704e-05,20210729T080000_35,35
AV.DTN..BH,2021-07-29T10:27:41.100000,P,0.806,4.411719146446558e-06,36,9.066641910142704e-05,20210729T080000_36,36
AV.DTN..BH,2021-07-29T10:38:44.400000,P,0.876,2.769625780274509e-06,37,9.066641910142704e-05,20210729T080000_37,37
AV.DTN..BH,2021-07-29T10:43:01.030000,P,0.761,2.767338173725875e-06,38,1.620606399258123e-05,20210729T080000_38,38
AV.DTN..BH,2021-07-29T10:50:56.490000,P,0.771,2.052602894764277e-06,39,0.0018216937879111,20210729T080000_39,39
AV.DTN..BH,2021-07-29T10:54:46.230000,P,0.906,2.465367515469552e-06,41,9.066641910142704e-05,20210729T080000_41,41
AV.DTN..BH,2021-07-29T10:59:13.040000,P,0.442,2.8221047614351846e-06,42,0.0004050876116612,20210729T080000_42,42
AV.DTN..BH,2021-07-29T11:05:40.030000,P,0.883,3.60443300451152e-06,44,0.0001504533844952,20210729T080000_44,43
AV.DTN..BH,2021-07-29T11:09:28.320000,P,0.542,1.6804499409772689e-06,45,9.066641910142704e-05,20210729T080000_45,45
AV.DTN..BH,2021-07-29T11:17:13.900000,P,0.541,2.6909747248282656e-06,46,0.0004050876116612,20210729T080000_46,46
AV.DTN..BH,2021-07-29T11:24:14.350000,P,0.963,3.602457582019269e-06,47,0.0001504533844952,20210729T080000_47,47
AV.DTN..BH,2021-07-29T11:30:03.710000,P,0.865,5.091736511531053e-06,48,0.0001504533844952,20210729T080000_48,48
AV.DTN..BH,2021-07-29T11:42:14.740000,P,0.792,2.207015540989232e-06,49,9.066641910142704e-05,20210729T080000_49,49
AV.DTN..BH,2021-07-29T11:42:48.800000,P,0.404,1.2706656889349688e-05,50,0.0004050876116612,20210729T080000_50,50
AV.DTN..BH,2021-07-29T11:48:37.190000,P,0.927,4.527214059635298e-06,51,0.0018216937879111,20210729T080000_51,51
AV.DTN..BH,2021-07-29T12:17:33.380000,P,0.817,1.494723278483434e-06,52,0.0001504533844952,20210729T080000_52,52
AV.DTN..BH,2021-07-29T12:18:40.110000,P,0.914,4.829829322261503e-06,53,0.0018216937879111,20210729T080000_53,53
AV.DTN..BH,2021-07-29T12:29:04.550000,P,0.865,5.794468506792327e-06,55,0.0001504533844952,20210729T080000_55,55
AV.DTN..BH,2021-07-29T12:32:55.700000,P,0.73,2.727736273300252e-06,56,0.0001504533844952,20210729T080000_56,56
AV.DTN..BH,2021-07-29T12:43:28.260000,P,0.869,1.917436020448804e-05,57,9.066641910142704e-05,20210729T080000_57,57
AV.DTN..BH,2021-07-29T12:52:29.190000,P,0.815,7.16570275471895e-06,58,0.0001504533844952,20210729T080000_58,58
AV.DTN..BH,2021-07-29T13:03:49.750000,P,0.872,2.0849870452366304e-06,60,0.0004050876116612,20210729T080000_60,60
AV.DTN..BH,2021-07-29T13:13:10.990000,P,0.378,1.5823568446649006e-06,61,0.0001504533844952,20210729T080000_61,61
AV.DTN..BH,2021-07-29T13:15:31.190000,P,0.823,7.961859409988392e-06,62,9.066641910142704e-05,20210729T080000_62,62
AV.DTN..BH,2021-07-29T13:18:43.140000,P,0.719,9.745311217557172e-06,63,9.066641910142704e-05,20210729T080000_63,63
AV.DTN..BH,2021-07-29T13:31:09.910000,P,0.911,1.985300059459405e-06,64,9.066641910142704e-05,20210729T080000_64,64
AV.DTN..BH,2021-07-29T13:48:56.510000,P,0.881,4.130570232518949e-06,65,9.066641910142704e-05,20210729T080000_65,65
AV.DTN..BH,2021-07-29T14:02:54.150000,P,0.86,1.7273276853302375e-06,66,9.066641910142704e-05,20210729T080000_66,66
AV.DTN..BH,2021-07-29T14:08:30.870000,P,0.832,2.396027184659033e-06,67,9.066641910142704e-05,20210729T080000_67,67
AV.DTN..BH,2021-07-29T14:16:46.110000,P,0.595,2.579914735179045e-06,69,9.066641910142704e-05,20210729T080000_69,69
AV.DTN..BH,2021-07-29T14:21:02.760000,P,0.618,2.598219680294278e-06,70,0.0001504533844952,20210729T080000_70,70
AV.DTN..BH,2021-07-29T14:48:13.430000,P,0.631,2.054991000477457e-06,71,1.620606399258123e-05,20210729T080000_71,71
AV.DTN..BH,2021-07-29T14:50:08.320000,P,0.594,2.6484160571271782e-06,72,0.0001504533844952,20210729T080000_72,72
AV.DTN..BH,2021-07-29T14:53:17.070000,P,0.845,2.6815816909220302e-06,74,9.066641910142704e-05,20210729T080000_74,74
AV.DTN..BH,2021-07-29T14:57:11.980000,P,0.487,1.7476463654020336e-06,75,0.0004050876116612,20210729T080000_75,75
AV.DTN..BH,2021-07-29T14:58:46.340000,P,0.626,2.5435413135710405e-06,76,9.066641910142704e-05,20210729T080000_76,76
AV.DTN..BH,2021-07-29T15:11:16.640000,P,0.643,2.0801912796741817e-06,77,0.0003326425624233,20210729T080000_77,77
AV.DTN..BH,2021-07-29T15:14:02.710000,P,0.895,2.7660316845867783e-06,78,9.066641910142704e-05,20210729T080000_78,78
AV.DTN..BH,2021-07-29T15:21:36.240000,P,0.571,2.3167433482740307e-06,79,9.066641910142704e-05,20210729T080000_79,79
AV.DTN..BH,2021-07-29T15:30:31.950000,P,0.866,4.05002629122464e-06,80,0.0001504533844952,20210729T080000_80,80
AV.DTN..BH,2021-07-29T15:54:33.390000,P,0.45,2.26673910219688e-06,82,0.0004050876116612,20210729T080000_82,82
AV.DTN..BH,2021-07-29T08:03:45.470000,S,0.519,1.2732629329548216e-05,2,0.0001504533844952,20210729T080000_2,2
AV.DTN..BH,2021-07-29T08:10:36.560000,S,0.265,4.604115383699536e-05,4,0.0001504533844952,20210729T080000_4,4
AV.DTN..BH,2021-07-29T09:23:48.420000,S,0.391,5.067302026873222e-06,14,0.0018216937879111,20210729T080000_14,14
AV.DTN..BH,2021-07-29T09:36:13.350000,S,0.219,2.731295808189316e-06,17,9.066641910142704e-05,20210729T080000_17,17
AV.DTN..BH,2021-07-29T09:38:24.400000,S,0.45,3.715141929205856e-06,18,0.0001504533844952,20210729T080000_18,18
AV.DTN..BH,2021-07-29T09:44:07.520000,S,0.48,3.720305585375172e-06,19,0.0018216937879111,20210729T080000_19,19
AV.DTN..BH,2021-07-29T09:53:12.820000,S,0.22,1.402948964823736e-05,21,9.066641910142704e-05,20210729T080000_21,21
AV.DTN..BH,2021-07-29T09:54:39.860000,S,0.267,2.570378637756221e-05,22,0.0003326425624233,20210729T080000_22,22
AV.DTN..BH,2021-07-29T10:06:37.760000,S,0.238,3.667555802167044e-06,26,1.620606399258123e-05,20210729T080000_26,26
AV.DTN..BH,2021-07-29T10:14:13.980000,S,0.37,2.595317710074596e-06,28,0.0001504533844952,20210729T080000_28,28
AV.DTN..BH,2021-07-29T10:17:05.660000,S,0.236,1.711441291263327e-05,30,0.0004050876116612,20210729T080000_30,30
AV.DTN..BH,2021-07-29T10:25:04.820000,S,0.204,6.402816779882414e-06,35,0.0018216937879111,20210729T080000_35,35
AV.DTN..BH,2021-07-29T10:38:53.460000,S,0.216,3.1704969387647e-06,37,0.0018216937879111,20210729T080000_37,37
AV.DTN..BH,2021-07-29T10:51:08.760000,S,0.66,4.7147345867415424e-06,39,0.0003326425624233,20210729T080000_39,39
AV.DTN..BH,2021-07-29T11:24:25.890000,S,0.81,3.852247573377099e-06,47,9.066641910142704e-05,20210729T080000_47,47
AV.DTN..BH,2021-07-29T11:30:07.870000,S,0.779,6.205627869348973e-06,48,9.066641910142704e-05,20210729T080000_48,48
AV.DTN..BH,2021-07-29T11:42:59.520000,S,0.323,1.7101707271649502e-05,50,0.0001504533844952,20210729T080000_50,50
AV.DTN..BH,2021-07-29T11:48:41.670000,S,0.525,4.527214059635298e-06,51,0.0003326425624233,20210729T080000_51,51
AV.DTN..BH,2021-07-29T12:18:45.020000,S,0.413,4.829829322261503e-06,53,0.0003326425624233,20210729T080000_53,53
AV.DTN..BH,2021-07-29T12:43:35.020000,S,0.319,3.131557605229318e-05,57,0.0018216937879111,20210729T080000_57,57
AV.DTN..BH,2021-07-29T13:15:37.460000,S,0.311,1.1061591976613272e-05,62,0.0018216937879111,20210729T080000_62,62
AV.DTN..BH,2021-07-29T13:31:20.340000,S,0.345,3.17164358420996e-06,64,0.0018216937879111,20210729T080000_64,64
AV.DTN..BH,2021-07-29T13:49:03.560000,S,0.245,4.130570232518949e-06,65,0.0018216937879111,20210729T080000_65,65
AV.DTN..BH,2021-07-29T14:16:36.000000,S,0.487,2.26174279305269e-06,68,9.066641910142704e-05,20210729T080000_68,68
AV.DTN..BH,2021-07-29T15:11:27.680000,S,0.314,2.032622205661028e-06,77,0.0025576351085371,20210729T080000_77,77
AV.HAG..SH,2021-07-29T08:00:00.010000,P,0.702,1.681770481809508e-05,1,0.0001504533844952,20210729T080000_1,1
AV.HAG..SH,2021-07-29T08:03:34.920000,P,0.615,1.4129910596238917e-05,2,9.066641910142704e-05,20210729T080000_2,2
AV.HAG..SH,2021-07-29T08:09:40.840000,P,0.444,4.6377203943848144e-06,3,0.0004050876116612,20210729T080000_3,3
AV.HAG..SH,2021-07-29T08:40:58.760000,P,0.376,1.1334146620356478e-05,9,0.0025576351085371,20210729T080000_9,9
AV.HAG..SH,2021-07-29T08:58:27.950000,P,0.324,1.0488501175132114e-05,11,0.0004050876116612,20210729T080000_11,11
AV.HAG..SH,2021-07-29T09:08:32.000000,P,0.636,6.149052751425188e-06,12,9.066641910142704e-05,20210729T080000_12,12
AV.HAG..SH,2021-07-29T09:17:50.280000,P,0.609,6.528853191412054e-06,13,9.066641910142704e-05,20210729T080000_13,13
AV.HAG..SH,2021-07-29T09:23:35.630000,P,0.769,3.998370630142745e-06,14,0.0003326425624233,20210729T080000_14,14
AV.HAG..SH,2021-07-29T09:29:02.310000,P,0.742,2.81334050669102e-05,16,0.0018216937879111,20210729T080000_16,16
AV.HAG..SH,2021-07-29T09:36:07.400000,P,0.468,1.5145956240303349e-06,17,0.0018216937879111,20210729T080000_17,17
AV.HAG..SH,2021-07-29T09:38:15.270000,P,0.731,6.041105734766461e-06,18,9.066641910142704e-05,20210729T080000_18,18
AV.HAG..SH,2021-07-29T09:53:02.870000,P,0.718,1.060963677446125e-05,21,0.0018216937879111,20210729T080000_21,21
AV.HAG..SH,2021-07-29T09:54:25.420000,P,0.456,2.267923264298588e-05,22,0.0025576351085371,20210729T080000_22,22
AV.HAG..SH,2021-07-29T09:59:20.820000,P,0.414,2.830588755386998e-06,23,9.066641910142704e-05,20210729T080000_23,23
AV.HAG..SH,2021-07-29T10:08:34.440000,P,0.441,2.981865918627591e-06,27,0.0001504533844952,20210729T080000_27,27
AV.HAG..SH,2021-07-29T10:14:04.000000,P,0.408,1.4712497886648634e-06,28,9.066641910142704e-05,20210729T080000_28,28
AV.HAG..SH,2021-07-29T10:16:35.480000,P,0.782,4.267665644874796e-06,29,0.0001504533844952,20210729T080000_29,29
AV.HAG..SH,2021-07-29T10:18:01.710000,P,0.693,4.188490493106656e-06,31,0.0001504533844952,20210729T080000_31,31
AV.HAG..SH,2021-07-29T10:23:01.240000,P,0.779,2.9099003313604044e-06,34,0.0001504533844952,20210729T080000_34,34
AV.HAG..SH,2021-07-29T10:24:55.040000,P,0.556,3.728895535459742e-06,35,0.0003326425624233,20210729T080000_35,35
AV.HAG..SH,2021-07-29T10:27:38.560000,P,0.558,3.0574851734854747e-06,36,0.0018216937879111,20210729T080000_36,36
AV.HAG..SH,2021-07-29T10:38:42.080000,P,0.749,3.1062970720086014e-06,37,0.0003326425624233,20210729T080000_37,37
AV.HAG..SH,2021-07-29T10:59:12.310000,P,0.762,3.7645077100023615e-06,42,0.0001504533844952,20210729T080000_42,42
AV.HAG..SH,2021-07-29T11:05:37.790000,P,0.733,4.396110853122082e-06,44,9.066641910142704e-05,20210729T080000_44,43
AV.HAG..SH,2021-07-29T11:09:27.100000,P,0.848,1.5733385225757957e-05,45,0.0018216937879111,20210729T080000_45,45
AV.HAG..SH,2021-07-29T11:30:01.610000,P,0.837,8.168872227543034e-06,48,0.0018216937879111,20210729T080000_48,48
AV.HAG..SH,2021-07-29T11:42:12.000000,P,0.338,2.05204787562252e-06,49,0.0018216937879111,20210729T080000_49,49
AV.HAG..SH,2021-07-29T11:48:35.110000,P,0.546,5.21044103152235e-06,51,0.0025576351085371,20210729T080000_51,51
AV.HAG..SH,2021-07-29T12:29:02.440000,P,0.669,6.201057658472564e-06,55,9.066641910142704e-05,20210729T080000_55,55
AV.HAG..SH,2021-07-29T12:32:53.320000,P,0.328,3.670871819849708e-06,56,9.066641910142704e-05,20210729T080000_56,56
AV.HAG..SH,2021-07-29T12:43:25.460000,P,0.931,3.2140527764568105e-05,57,0.0003326425624233,20210729T080000_57,57
AV.HAG..SH,2021-07-29T12:52:26.870000,P,0.307,1.1015204108844046e-06,58,9.066641910142704e-05,20210729T080000_58,58
AV.HAG..SH,2021-07-29T13:03:48.280000,P,0.488,1.0258015663566766e-06,60,0.0001504533844952,20210729T080000_60,60
AV.HAG..SH,2021-07-29T13:13:08.420000,P,0.528,3.9970308307601954e-07,61,9.066641910142704e-05,20210729T080000_61,61
AV.HAG..SH,2021-07-29T13:15:28.510000,P,0.846,6.322294211713597e-06,62,0.0003326425624233,20210729T080000_62,62
AV.HAG..SH,2021-07-29T13:18:40.350000,P,0.842,7.472954166587442e-06,63,0.0018216937879111,20210729T080000_63,63
AV.HAG..SH,2021-07-29T13:31:07.100000,P,0.838,2.0696211322501767e-06,64,0.0003326425624233,20210729T080000_64,64
AV.HAG..SH,2021-07-29T13:48:54.240000,P,0.378,3.625056933742599e-06,65,0.0003326425624233,20210729T080000_65,65
AV.HAG..SH,2021-07-29T14:02:52.000000,P,0.525,7.908876682449772e-07,66,0.0018216937879111,20210729T080000_66,66
AV.HAG..SH,2021-07-29T14:08:27.960000,P,0.37,9.678465175966269e-07,67,0.0018216937879111,20210729T080000_67,67
AV.HAG..SH,2021-07-29T14:16:33.000000,P,0.722,1.3327081660463591e-06,68,0.0018216937879111,20210729T080000_68,68
AV.HAG..SH,2021-07-29T14:21:00.200000,P,0.641,5.649167178489733e-07,70,9.066641910142704e-05,20210729T080000_70,70
AV.HAG..SH,2021-07-29T14:48:12.360000,P,0.568,8.110783369374985e-07,71,0.0004050876116612,20210729T080000_71,71
AV.HAG..SH,2021-07-29T14:50:05.470000,P,0.579,2.055006461887388e-06,72,9.066641910142704e-05,20210729T080000_72,72
AV.HAG..SH,2021-07-29T14:53:15.080000,P,0.365,3.2651846595399547e-06,74,0.0018216937879111,20210729T080000_74,74
AV.HAG..SH,2021-07-29T14:57:10.240000,P,0.532,4.4620972516895563e-07,75,0.0001504533844952,20210729T080000_75,75
AV.HAG..SH,2021-07-29T14:58:44.190000,P,0.783,2.364284910072456e-06,76,0.0018216937879111,20210729T080000_76,76
AV.HAG..SH,2021-07-29T15:11:16.900000,P,0.876,8.142514502651466e-07,77,0.0001302738796831,20210729T080000_77,77
AV.HAG..SH,2021-07-29T15:14:00.140000,P,0.746,3.642606543508009e-06,78,0.0018216937879111,20210729T080000_78,78
AV.HAG..SH,2021-07-29T15:21:33.760000,P,0.782,6.062314810151292e-07,79,0.0018216937879111,20210729T080000_79,79
AV.HAG..SH,2021-07-29T15:30:29.620000,P,0.947,6.669264621450566e-06,80,9.066641910142704e-05,20210729T080000_80,80
AV.HAG..SH,2021-07-29T15:54:32.060000,P,0.316,8.019219990273996e-07,82,0.0001504533844952,20210729T080000_82,82
AV.HAG..SH,2021-07-29T08:00:05.150000,S,0.236,1.681770481809508e-05,1,9.066641910142704e-05,20210729T080000_1,1
AV.HAG..SH,2021-07-29T08:09:47.280000,S,0.344,4.6377203943848144e-06,3,0.0001504533844952,20210729T080000_3,3
AV.HAG..SH,2021-07-29T08:10:33.360000,S,0.207,2.847920040949248e-05,4,9.066641910142704e-05,20210729T080000_4,4
AV.HAG..SH,2021-07-29T08:41:08.080000,S,0.327,1.5093990441528147e-05,9,0.0001302738796831,20210729T080000_9,9
AV.HAG..SH,2021-07-29T08:56:10.600000,S,0.23,1.7646032574702986e-05,10,0.0001504533844952,20210729T080000_10,10
AV.HAG..SH,2021-07-29T08:58:33.040000,S,0.641,1.0488501175132114e-05,11,0.0001504533844952,20210729T080000_11,11
AV.HAG..SH,2021-07-29T09:17:57.360000,S,0.68,6.528853191412054e-06,13,0.0018216937879111,20210729T080000_13,13
AV.HAG..SH,2021-07-29T09:29:06.060000,S,0.278,3.065947748837061e-05,16,0.0003326425624233,20210729T080000_16,16
AV.HAG..SH,2021-07-29T09:44:03.780000,S,0.318,1.5691615544710658e-06,19,0.0003326425624233,20210729T080000_19,19
AV.HAG..SH,2021-07-29T09:53:08.200000,S,0.401,1.060963677446125e-05,21,0.0003326425624233,20210729T080000_21,21
AV.HAG..SH,2021-07-29T09:54:33.620000,S,0.29,2.4031740395003e-05,22,0.0001302738796831,20210729T080000_22,22
AV.HAG..SH,2021-07-29T10:02:24.380000,S,0.383,8.424534826190211e-06,24,0.0001504533844952,20210729T080000_24,24
AV.HAG..SH,2021-07-29T10:05:51.680000,S,0.205,9.43388045016036e-07,25,0.0001504533844952,20210729T080000_25,25
AV.HAG..SH,2021-07-29T10:06:35.460000,S,0.307,2.1328125967556844e-06,26,0.0004050876116612,20210729T080000_26,26
AV.HAG..SH,2021-07-29T10:08:41.420000,S,0.246,2.981865918627591e-06,27,9.066641910142704e-05,20210729T080000_27,27
AV.HAG..SH,2021-07-29T10:14:09.980000,S,0.302,1.53100234001613e-06,28,0.0018216937879111,20210729T080000_28,28
AV.HAG..SH,2021-07-29T10:17:02.600000,S,0.385,1.0459133591211868e-05,30,0.0001504533844952,20210729T080000_30,30
AV.HAG..SH,2021-07-29T10:18:09.360000,S,0.394,5.48269508726662e-06,31,9.066641910142704e-05,20210729T080000_31,31
AV.HAG..SH,2021-07-29T10:21:22.040000,S,0.519,1.6411318028985988e-06,33,0.0004050876116612,20210729T080000_33,33
AV.HAG..SH,2021-07-29T10:23:04.270000,S,0.602,2.9099003313604044e-06,34,9.066641910142704e-05,20210729T080000_34,34
AV.HAG..SH,2021-07-29T10:25:02.560000,S,0.22,3.728895535459742e-06,35,0.0025576351085371,20210729T080000_35,35
AV.HAG..SH,2021-07-29T10:38:50.700000,S,0.44,3.1062970720086014e-06,37,0.0025576351085371,20210729T080000_37,37
AV.HAG..SH,2021-07-29T10:51:09.710000,S,0.62,2.635690634633648e-06,40,1.620606399258123e-05,20210729T080000_40,40
AV.HAG..SH,2021-07-29T10:54:48.380000,S,0.347,1.7497720818937523e-06,41,0.0018216937879111,20210729T080000_41,41
AV.HAG..SH,2021-07-29T11:24:29.820000,S,0.587,2.4389642021560576e-06,47,0.0018216937879111,20210729T080000_47,47
AV.HAG..SH,2021-07-29T11:30:04.460000,S,0.275,8.294890903925989e-06,48,0.0003326425624233,20210729T080000_48,48
AV.HAG..SH,2021-07-29T11:42:20.080000,S,0.251,3.396836973479367e-06,49,0.0003326425624233,20210729T080000_49,49
AV.HAG..SH,2021-07-29T12:24:17.680000,S,0.52,3.001949608005816e-06,54,0.0004050876116612,20210729T080000_54,54
