time,magnitude,longitude,latitude,depth(m),sigma_time,sigma_amp,cov_time_amp,gamma_score,event_index
2021-09-19T14:59:49.144,1.483,-162.096,55.323,61000.000,0.103,0.444,-0.029,4.000,1
2021-09-19T15:18:44.663,2.002,-162.773,54.902,30968.026,0.925,0.391,-0.132,12.914,2
2021-09-19T15:18:56.514,1.495,-161.958,54.905,11544.282,0.158,0.371,0.014,4.966,3
2021-09-19T15:24:00.992,1.720,-161.261,54.903,33350.000,0.329,0.342,0.040,9.000,4
2021-09-19T15:24:13.686,1.588,-161.205,54.903,20757.166,0.569,0.333,0.028,5.000,5
2021-09-19T15:56:52.215,0.399,-161.488,55.497,736.883,0.553,0.165,0.041,6.000,6
