time,latitude,longitude,depth_km,magnitude,event_id,pc_ratio_energy
2021-07-29T14:49:57.320000,55.331132,-161.398877,40.25,1.47,62,1.91
2021-07-29T08:26:00.040000,55.213354,-160.931364,29.93,2.6,7,1.74
2021-07-29T16:08:42.960000,55.248547,-160.89082,32.09,1.57,70,1.66
2021-07-29T21:18:25.600000,55.258415,-161.006624,33.82,2.09,97,1.94
